"","x"
"1",0.0613940134644508
"2",0.0633148774504662
"3",0.0570963844656944
"4",0.0625567063689232
"5",0.0414804741740227
"6",0.0320031382143497
"7",0.0320031382143497
"8",0.0320031382143497
"9",0.0340638980269432
"10",0.0465738996863365
"11",0.0390297695994377
"12",0.0414189472794533
"13",0.0411771722137928
"14",0.0360892154276371
"15",0.0372652411460876
"16",0.0466970466077328
"17",0.039605837315321
"18",0.039605837315321
"19",0.0516427755355835
"20",0.0374183468520641
"21",0.0374183468520641
"22",0.0375433191657066
"23",0.0375433191657066
"24",0.0375433191657066
"25",0.0355264842510223
"26",0.0355264842510223
"27",0.0375433191657066
"28",0.0375433191657066
"29",0.0375433191657066
"30",0.0383384488523006
"31",0.0367121025919914
"32",0.0367121025919914
"33",0.0396241471171379
"34",0.0396241471171379
"35",0.0383384488523006
"36",0.0383384488523006
"37",0.0396241471171379
"38",0.0396241471171379
"39",0.0383384488523006
"40",0.0383384488523006
"41",0.039129164069891
"42",0.0389133170247078
"43",0.039129164069891
"44",0.0389133170247078
"45",0.039129164069891
"46",0.039129164069891
"47",0.039129164069891
"48",0.039129164069891
"49",0.039129164069891
"50",0.039129164069891
"51",0.0389133170247078
"52",0.0389133170247078
"53",0.0389133170247078
"54",0.0389133170247078
"55",0.0389133170247078
"56",0.039129164069891
"57",0.039129164069891
"58",0.039129164069891
"59",0.0389133170247078
"60",0.039129164069891
"61",0.0389133170247078
"62",0.039129164069891
"63",0.0362880788743496
"64",0.0389133170247078
"65",0.039129164069891
"66",0.0389133170247078
"67",0.039129164069891
"68",0.0407937429845333
"69",0.0379361771047115
"70",0.0407937429845333
"71",0.0379361771047115
"72",0.0379361771047115
"73",0.0379361771047115
"74",0.0379361771047115
"75",0.0380633510649204
"76",0.0407937429845333
"77",0.0379361771047115
"78",0.0379361771047115
"79",0.0379361771047115
"80",0.0379361771047115
"81",0.0379361771047115
"82",0.0380633510649204
"83",0.0379361771047115
"84",0.0379361771047115
"85",0.0407937429845333
"86",0.0407937429845333
"87",0.0407937429845333
"88",0.0407937429845333
"89",0.0379361771047115
"90",0.0379361771047115
"91",0.0377081632614136
"92",0.0377081632614136
"93",0.0377081632614136
"94",0.0411081165075302
"95",0.0411081165075302
"96",0.0377081632614136
"97",0.0411081165075302
"98",0.0377081632614136
"99",0.0411081165075302
"100",0.0411081165075302
"101",0.0411081165075302
"102",0.0412912741303444
"103",0.0412912741303444
"104",0.0412912741303444
"105",0.0412912741303444
"106",0.0412912741303444
"107",0.0412912741303444
"108",0.0412912741303444
"109",0.04129808396101
"110",0.04129808396101
"111",0.04129808396101
"112",0.04129808396101
"113",0.04129808396101
"114",0.04129808396101
"115",0.04129808396101
"116",0.0442273356020451
"117",0.04129808396101
"118",0.0442273356020451
"119",0.0442273356020451
"120",0.04129808396101
"121",0.04129808396101
"122",0.04129808396101
"123",0.0442273356020451
"124",0.0407806299626827
"125",0.0449900552630424
"126",0.0449900552630424
"127",0.0407806299626827
"128",0.0407806299626827
"129",0.0407806299626827
"130",0.0407806299626827
"131",0.0449900552630424
"132",0.0407806299626827
"133",0.0463465265929699
"134",0.0419149212539196
"135",0.0419149212539196
"136",0.0419149212539196
"137",0.0419149212539196
"138",0.0419149212539196
"139",0.0419149212539196
"140",0.0429401993751526
"141",0.0467093884944916
"142",0.0479444190859795
"143",0.051292672753334
"144",0.051292672753334
"145",0.0500546470284462
"146",0.0500546470284462
"147",0.0577800460159779
"148",0.0577800460159779
"149",0.0577800460159779
"150",0.0595515072345734
"151",0.0486843585968018
"152",0.0486843585968018
"153",0.108827002346516
"154",0.057265117764473
"155",0.0629925131797791
"156",0.0629925131797791
"157",0.0832481980323792
"158",0.0597608387470245
"159",0.0482365861535072
"160",0.0982144623994827
"161",0.0982144623994827
"162",0.0679634287953377
"163",0.0417967773973942
"164",0.0421776957809925
"165",0.0370269194245338
"166",0.0475620701909065
