"","x"
"1",0.0125335147604346
"2",0.0125825069844723
"3",0.0126796551048756
"4",0.0125605035573244
"5",0.0155619261786342
"6",0.0155619261786342
"7",0.0155619261786342
"8",0.0155619261786342
"9",0.012587851844728
"10",0.012587851844728
"11",0.012587851844728
"12",0.012587851844728
"13",0.012587851844728
"14",0.012587851844728
"15",0.012587851844728
"16",0.012587851844728
"17",0.012587851844728
"18",0.0125119918957353
"19",0.0123589020222425
"20",0.015515317209065
"21",0.0124258920550346
"22",0.012652131728828
"23",0.0158296041190624
"24",0.0158296041190624
"25",0.012652131728828
"26",0.0126883676275611
"27",0.0126883676275611
"28",0.0126883676275611
"29",0.0125627815723419
"30",0.0126883676275611
"31",0.015986880287528
"32",0.0127883907407522
"33",0.012626932002604
"34",0.012626932002604
"35",0.012626932002604
"36",0.012626932002604
"37",0.012626932002604
"38",0.012626932002604
"39",0.012626932002604
"40",0.0161840636283159
"41",0.012626932002604
"42",0.012626932002604
"43",0.012626932002604
"44",0.012626932002604
"45",0.012626932002604
"46",0.012626932002604
"47",0.012626932002604
"48",0.012626932002604
"49",0.012626932002604
"50",0.012626932002604
"51",0.0123555697500706
"52",0.012626932002604
"53",0.0123134506866336
"54",0.0123134506866336
"55",0.0126550272107124
"56",0.0161639507859945
"57",0.0126550272107124
"58",0.0127049582079053
"59",0.0127049582079053
"60",0.0127049582079053
"61",0.0127049582079053
"62",0.0123771857470274
"63",0.0158309508115053
"64",0.0158309508115053
"65",0.0133983688428998
"66",0.0133983688428998
"67",0.0133983688428998
"68",0.0138310715556145
"69",0.0138310715556145
"70",0.0165977124124765
"71",0.0165977124124765
"72",0.0165977124124765
"73",0.0177548062056303
"74",0.0177548062056303
"75",0.0118021182715893
"76",0.0117847938090563
"77",0.0118021182715893
"78",0.0118021182715893
"79",0.0118021182715893
"80",0.0167449302971363
"81",0.0167449302971363
"82",0.0167449302971363
"83",0.0167449302971363
"84",0.0167449302971363
"85",0.0166004002094269
"86",0.0167449302971363
"87",0.0167449302971363
"88",0.0167449302971363
"89",0.0167449302971363
"90",0.0167449302971363
"91",0.0167449302971363
"92",0.0116673009470105
"93",0.0116361873224378
"94",0.0168555062264204
"95",0.0168555062264204
"96",0.0168555062264204
"97",0.0168555062264204
"98",0.0168555062264204
"99",0.0168555062264204
"100",0.0168555062264204
"101",0.0168555062264204
"102",0.0168555062264204
"103",0.0169755537062883
"104",0.0169755537062883
"105",0.0169755537062883
"106",0.0169755537062883
"107",0.0169755537062883
"108",0.0169755537062883
"109",0.0169755537062883
"110",0.0169755537062883
"111",0.0169755537062883
"112",0.0169755537062883
"113",0.0169755537062883
"114",0.0169755537062883
"115",0.0169755537062883
"116",0.0169755537062883
"117",0.0169755537062883
"118",0.0169755537062883
