"","x"
"1",0.0126127619296312
"2",0.0145652126520872
"3",0.0125968148931861
"4",0.0125440955162048
"5",0.0118021182715893
"6",0.0128039363771677
"7",0.0117847938090563
"8",0.0116361873224378
"9",0.0118021182715893
"10",0.0118021182715893
"11",0.0126883676275611
"12",0.0156594850122929
"13",0.0128039363771677
"14",0.0128039363771677
"15",0.0139757338911295
"16",0.0144567666575313
"17",0.0128039363771677
"18",0.0128039363771677
"19",0.0155427046120167
"20",0.0128076784312725
"21",0.0187391620129347
"22",0.0131003158167005
"23",0.0204312764108181
"24",0.0141501976177096
"25",0.0186110511422157
"26",0.013158792629838
"27",0.0160253383219242
"28",0.0204312764108181
"29",0.0204165801405907
"30",0.020438265055418
"31",0.0147590450942516
"32",0.0175089649856091
"33",0.0199419725686312
"34",0.0130192218348384
"35",0.0131467403843999
"36",0.0127874091267586
"37",0.0127874091267586
"38",0.017951425164938
"39",0.0131003158167005
"40",0.0131003158167005
"41",0.0186734814196825
"42",0.0186757612973452
"43",0.0169155802577734
"44",0.0161154437810183
"45",0.0186110511422157
"46",0.0204852409660816
"47",0.0134304137900472
"48",0.0187391620129347
"49",0.0180898085236549
"50",0.0186757612973452
"51",0.0160253383219242
"52",0.0169755537062883
"53",0.0169755537062883
"54",0.0169755537062883
"55",0.0186341907829046
"56",0.0171977858990431
"57",0.0169755537062883
"58",0.0171757433563471
"59",0.0149884764105082
"60",0.018546923995018
"61",0.0187391620129347
"62",0.0160579197108746
"63",0.0160579197108746
"64",0.0136624369770288
"65",0.0160579197108746
"66",0.00838055461645126
"67",0.00838055461645126
"68",0.0204659849405289
"69",0.0161154437810183
"70",0.0112362094223499
"71",0.00979141797870398
"72",0.00871504936367273
"73",0.0187391620129347
"74",0.0122629925608635
"75",0.0101243490353227
"76",0.0121155632659793
"77",0.0133699607104063
"78",0.012801825068891
"79",0.0133699607104063
"80",0.018926614895463
"81",0.0156078264117241
"82",0.0138638634234667
"83",0.0120284352451563
"84",0.0133699607104063
"85",0.0124019859358668
"86",0.012801825068891
"87",0.0122629925608635
"88",0.012801825068891
"89",0.0156078264117241
"90",0.0126972030848265
"91",0.0121155632659793
"92",0.0124019859358668
"93",0.0140777286142111
"94",0.0186341907829046
"95",0.0213723108172417
"96",0.0131003158167005
"97",0.0133699607104063
"98",0.0204659849405289
"99",0.0161154437810183
"100",0.0118616502732038
"101",0.0204659849405289
"102",0.0170782562345266
"103",0.0158267728984356
"104",0.0180898085236549
"105",0.0133699607104063
"106",0.0200966820120811
"107",0.0204312764108181
"108",0.0113762132823467
"109",0.0175752267241478
"110",0.0199419725686312
"111",0.0135904550552368
"112",0.0188505277037621
"113",0.0116961095482111
"114",0.0131003158167005
"115",0.0204312764108181
"116",0.0204852409660816
"117",0.0130192218348384
"118",0.0160253383219242
"119",0.0196116175502539
"120",0.0146069824695587
"121",0.0135691678151488
"122",0.0161154437810183
"123",0.012801825068891
"124",0.0186112765222788
"125",0.0135904550552368
"126",0.0131003158167005
"127",0.0204659849405289
"128",0.0180898085236549
"129",0.0128076784312725
"130",0.020438265055418
"131",0.0169155802577734
"132",0.0175752267241478
"133",0.0169155802577734
"134",0.013759289868176
"135",0.0180898085236549
"136",0.0180898085236549
"137",0.0154311321675777
"138",0.0180898085236549
"139",0.0160253383219242
"140",0.0158309508115053
"141",0.0204312764108181
"142",0.0169755537062883
"143",0.0204659849405289
"144",0.018926614895463
"145",0.0175752267241478
"146",0.0113780982792377
"147",0.0110057489946485
"148",0.0169155802577734
"149",0.0115642948076129
"150",0.0165739860385656
"151",0.0186110511422157
"152",0.0186110511422157
