values,Centroid_Longitude,Centroid_Latitude,km,mpa_id
5.448999405,-76.333346,37.13594836,3.888720388,8842
2.11700058,-76.33218666,34.95325622,3.735225805,8791
2.144001007,-76.31630203,34.84689464,3.848874744,8409
2.787000656,-76.3151987,35.33583399,4.849163204,4599
2.787000656,-76.31519865,35.33583397,4.849163206,8401
6.471999168,-76.31205067,37.73794811,3.749745411,8961
6.471999168,-76.31204259,37.73794612,3.74921139,5000
5.535999298,-76.31163911,37.12518866,1.770478254,1161
7.041000366,-76.30977192,38.04517503,1.632565228,8292
10.45899963,-76.30596248,39.20736326,1.236039229,8270
6.901999474,-76.30044458,37.78197859,1.3242862,8960
6.901999474,-76.30044359,37.78197927,1.324174071,4999
10.22799969,-76.2830005,39.01955498,2.569688422,8273
9.743000031,-76.28264911,38.65514578,3.442977022,8279
8.802000046,-76.2807533,-14.1531759,3.34656115,2321
8.802000046,-76.28075284,-14.15317628,3.346618148,35
5.697000504,-76.27755617,37.31762301,3.145155154,8962
5.697000504,-76.27741593,37.31756943,3.144640436,5001
3.297000885,-76.267,23.9,3.744598327,6266
2.11700058,-76.26210653,34.99220497,4.630938509,4542
2.11700058,-76.26210652,34.99220495,4.63093723,8413
2.11700058,-76.25655136,34.95633203,3.208230751,8399
6.227999687,-76.2514206,37.40919383,5.206257235,8955
6.227999687,-76.25142059,37.4091938,5.206255401,4995
2.934000015,-76.25,24.667,6.231904686,6269
10.76099968,-76.23168239,39.03213125,2.277811332,8802
4.104999542,-76.23004195,36.5843046,17.47924594,5003
10.76099968,-76.22811986,39.03597528,1.821789926,1156
4.104999542,-76.22666916,36.58430564,17.18953695,8965
10.20600033,-76.22207754,38.94376508,2.008482566,8278
10.23900032,-76.2143347,38.90591432,3.477048465,8276
10.21899986,-76.21081293,38.78574545,0.691940301,8277
3.589000702,-76.20990089,35.72002715,18.85616606,8386
3.589000702,-76.20990088,35.72002718,18.85616265,4531
10.76099968,-76.20568241,39.05689271,1.709081629,8275
10.23099899,-76.20244189,39.35344577,2.449161804,346
10.20600033,-76.20092631,38.98589142,3.131141745,8299
3.394001007,-76.2,23.817,2.942357221,6262
3.394001007,-76.2,23.83300005,4.674166076,6258
2.270999908,-76.1927418,35.37781134,1.448240796,8385
2.270999908,-76.19274174,35.3778113,1.448245146,4530
2.451999664,-76.19003926,34.95824425,1.667579333,8703
3.394001007,-76.183,23.83300003,5.269938374,6259
10.28100014,-76.17538555,38.67989593,4.263060674,8285
7.413999557,-76.175139,38.1168055,3.043561046,8289
6.994000435,-76.16729759,38.02376566,4.108494073,8293
2.582000732,-76.15133467,35.04300159,2.401714007,8398
10.30599976,-76.14752575,39.09736107,6.080311163,8300
10.15600014,-76.14411232,38.41947021,7.468827359,8778
4.104999542,-76.13814668,36.54270032,8.619548927,4476
4.104999542,-76.1381466,36.54270024,8.619541665,8393
10.30599976,-76.13813682,39.10393266,6.493589244,8280
4.104999542,-76.13324911,36.54359518,8.184022704,8388
4.104999542,-76.13324906,36.54360228,8.184038643,4533
10.03899956,-76.12594036,38.59143058,3.733063537,8283
10.30599976,-76.12431204,39.10317637,7.644505866,8298
3.589000702,-76.12393533,35.88427313,1.036169248,8383
10.03899956,-76.11914443,38.62338322,0.539667883,8281
10.03899956,-76.11861565,38.62201667,0.646278685,8291
10.03899956,-76.11682296,38.63124839,0.99427774,8259
10.03899956,-76.1108325,38.64031558,2.101785069,8286
5.770999908,-76.10453176,37.37725393,1.826359051,8951
2.562999725,-76.08986748,35.72800617,12.25372376,8380
2.562999725,-76.08986747,35.72800617,12.25372344,4473
11.16400051,-76.0833062,39.49472152,5.398751744,8748
2.75,-76.07497562,35.87990262,3.049918628,4528
3.10200119,-76.07400754,36.07143114,4.405393115,8396
4.104999542,-76.07169184,36.62426652,9.568389979,8963
4.104999542,-76.07169184,36.62426651,9.568388911,5002
9.842999458,-76.06860596,38.38639265,2.668058901,1067
2.562999725,-76.0670589,35.6950332,8.118638146,4468
2.562999725,-76.06661535,35.69519421,8.124606804,8443
2.562999725,-76.06661534,35.69519421,8.124606554,8394
2.562999725,-76.06661529,35.6951942,8.124604233,4535
10.20699978,-76.06356908,38.57904969,4.572647313,8284
10.30599976,-76.06293125,39.15497034,12.9757365,8274
10.20699978,-76.0466316,38.57948449,4.227782475,8297
2.75,-76.04498158,35.76673858,12.04126137,8400
2.75,-76.04498155,35.76673862,12.04125686,4598
10.20699978,-76.03571492,38.57553301,3.80177448,8261
2.64099884,-76.034473,35.07713968,3.999004921,8408
10.20699978,-76.03330502,38.56772417,2.987941322,8287
5.61000061,-76.02286446,37.25670252,4.228463497,5008
5.61000061,-76.02246915,37.25676152,4.236339622,8978
5.61000061,-76.02231867,37.25676858,4.24097897,5372
5.138999939,-76.01916098,36.90553443,6.201990787,5036
7.300000191,-76.01421738,38.01788866,3.573464883,8823
7.300000191,-76.01421738,38.01788866,3.573464883,9233
5.61000061,-76.01125157,37.32535862,4.612763731,5005
5.61000061,-76.01118673,37.32542564,4.62216119,5233
5.61000061,-76.01118617,37.32540539,4.620361527,8967
4.129999161,-76.0060268,36.35240896,4.953977433,4532
4.129999161,-76.00525477,36.35180211,4.929494097,8387
5.431999207,-76.00448271,37.19427154,3.645753853,5006
5.431999207,-76.0043915,37.19433476,3.6500502,5373
5.431999207,-76.00439149,37.1943347,3.650053847,8968
3.596000671,-76.00080107,36.62042822,3.823444836,5060
3.596000671,-76.00080104,36.62042826,3.82344159,8973
3.596000671,-76.00076869,36.62044219,3.820374275,5228
3.595001221,-75.99801837,36.27075048,4.249457603,4483
3.595001221,-75.99801833,36.27075054,4.249450951,8428
5.092998505,-75.97956796,37.16709208,4.955959471,5037
5.092998505,-75.97954928,37.16708023,4.956551095,8954
9.87100029,-75.97129,38.61120545,1.901933887,8282
4.579999924,-75.967,22.667,4.680695193,6267
5.465999603,-75.95917465,37.09304561,3.553376171,338
5.465999603,-75.95917464,37.09304561,3.553376152,8806
5.465999603,-75.95900826,37.12603766,0.130308925,4817
5.465999603,-75.95594603,37.15070759,2.866967004,8804
3.63299942,-75.9444873,36.52661973,2.08057905,8767
3.487998962,-75.933,24.58300004,5.262568713,6271
3.596000671,-75.92394304,36.65130944,4.240227718,8841
9.078000069,-75.91264567,38.25380474,5.340151782,8288
4.790000916,-75.90931333,36.65184437,4.2760314,336
8.187001228,-75.90512144,38.04112237,2.638151044,8290
5.395000458,-75.8958264,37.21819652,2.145705105,5224
6.727000237,-75.89403604,37.80167236,2.008852664,1157
3.293998718,-75.88148749,35.74158276,8.911266159,8803
5.119998932,-75.88078309,37.26117973,3.427777927,5059
5.119998932,-75.88078308,37.26117985,3.427764602,8972
4.770999908,-75.87920467,36.57575043,3.809026245,8953
4.770999908,-75.87912731,36.57560892,3.79269077,5035
3.293998718,-75.87763754,35.71452435,7.792161949,8434
3.293998718,-75.87763753,35.71452435,7.79216105,4536
4.063999176,-75.87190401,36.47643174,2.032012806,8798
3.723999023,-75.83999157,36.40401102,4.498023154,8424
3.723999023,-75.83999152,36.40401108,4.498031059,4479
3.723999023,-75.83435283,36.39695426,4.382260692,4478
3.723999023,-75.83435282,36.39695425,4.382260816,8423
8.515000343,-75.82589644,38.21526125,4.359209205,8471
3.285999298,-75.81770995,36.13561813,2.619966257,8382
3.285999298,-75.81435175,36.13590775,2.371006395,4527
6.826000214,-75.8089063,37.7356544,6.409355567,5004
6.826000214,-75.80889553,37.73565493,6.409074573,8966
5.92400074,-75.80148812,37.25652338,4.002586954,8969
5.92400074,-75.79531312,37.27472956,1.910131646,5007
2.464000702,-75.78983576,9.96393728,0.65516165,268
5.868000984,-75.77518248,37.40676949,3.821676057,2383
4.090999603,-75.77177586,19.95871726,2.079802544,3760
2.188999176,-75.74319045,35.18524201,4.076696529,8407
4.133001328,-75.72100184,36.08337236,4.766018043,4480
4.133001328,-75.72100183,36.08337239,4.76601459,8371
4.133001328,-75.72100183,36.08337239,4.76601459,8425
4.236000061,-75.72003231,36.08178087,4.583240899,4469
4.236000061,-75.71965636,36.08194544,4.593450962,8444
7.88299942,-75.713785,37.97094107,1.481561395,8294
7.88299942,-75.6962418,37.91895471,4.504801726,5234
7.88299942,-75.69618913,37.91919999,4.479395222,8976
7.88299942,-75.69618912,37.91919999,4.479395432,5062
4.236000061,-75.67221359,36.0008386,5.582108723,8427
4.236000061,-75.67221359,36.0008386,5.582108723,8431
4.236000061,-75.67221353,36.0008386,5.582111864,4482
3.998001099,-75.66172262,35.98529271,4.461879405,8426
3.998001099,-75.66172262,35.98529271,4.461879405,4481
4.534999847,-75.66,23.47000126,3.798221644,7099
2.829999924,-75.65282803,35.88096374,2.593231664,8392
2.829999924,-75.65282799,35.88096369,2.593226758,4475
2.149999619,-75.65111153,35.26413571,3.870992442,4539
2.149999619,-75.65111151,35.26413569,3.870993087,8395
2.149999619,-75.65107681,35.26413452,3.869168391,4538
2.149999619,-75.65107677,35.2641345,3.869167928,8376
3.998001099,-75.63053334,35.97796667,2.23966388,8449
10.61999893,-75.59708561,39.46283284,2.448572713,7765
2.026000977,-75.57045915,35.25201221,5.125215139,4477
2.026000977,-75.57045915,35.25201221,5.125215139,8422
3.775999069,-75.56517564,19.97942316,6.678134709,955
2.026000977,-75.56478711,35.25695743,4.392603702,8377
2.026000977,-75.55991871,35.25634977,4.261633481,4465
12.09000015,-75.55106091,39.60482066,2.383106436,8492
12.09000015,-75.55106088,39.60482069,2.383102427,5019
10.07100105,-75.54129364,39.38687378,1.321277325,7770
2.025999069,-75.54129222,10.03170714,9.232499958,3801
3.843000412,-75.53654821,35.75786822,3.78596778,8375
2.677000046,-75.53119353,35.24241197,3.907592979,8702
12.09000015,-75.52448738,39.59251251,3.900320713,1158
12.09000015,-75.51955454,39.60052601,3.315414058,8775
10.07100105,-75.50772041,39.33778518,5.063551856,7767
3.572999954,-75.49715053,35.68972936,4.069518807,841
3.572999954,-75.49461679,35.69832633,3.45951131,8835
10.58300114,-75.49429132,39.51600718,4.964837612,8499
10.58300114,-75.48925176,39.52208864,4.994650822,5086
9.956999779,-75.45291501,39.26957001,2.500405665,839
10.24499989,-75.45286997,39.43888259,7.119509244,5221
10.24499989,-75.45250604,39.43874551,7.106435886,8489
9.956999779,-75.45236647,39.26200182,3.337812991,8780
12.09000015,-75.4513598,39.64537,8.058693704,5092
12.09000015,-75.45122147,39.64456485,8.04543004,8507
12.09000015,-75.45122147,39.64456485,8.04543004,5230
10.24499989,-75.45101281,39.43717496,6.942696099,5077
11.45600033,-75.44414086,39.08609236,4.495856543,8473
8.203999519,-75.44279636,37.87944641,1.45107098,8754
8.203999519,-75.44279635,37.87944641,1.451071806,1162
10.61900043,-75.42289765,39.17569479,4.742924379,7768
2.836999893,-75.42133006,20.54223972,10.3890535,1874
9.383999825,-75.41508059,39.08455656,5.672472099,7766
0.930000305,-75.409588,35.00656799,5.0144448,8689
8.17400074,-75.36389443,37.88979005,1.912377333,2487
4.28099823,-75.33788671,19.91331121,5.763141705,1491
8.186000824,-75.33005355,37.93572665,4.200418472,8952
11.12499905,-75.3200724,39.35808216,5.082919831,5087
11.12499905,-75.31915369,39.35868256,5.132383708,8501
11.12499905,-75.31915369,39.35868256,5.132383708,5212
11.12499905,-75.31673088,39.39500961,5.480388136,8510
10.38599968,-75.29251898,39.29859437,0.774347637,5088
11.36899948,-75.29004294,39.85371756,15.94314808,8891
8.186000824,-75.27756192,37.99489192,4.2496151,8793
8.186000824,-75.27756192,37.99489192,4.2496151,1073
9.936999321,-75.27004913,38.86545167,2.151718637,840
9.936999321,-75.26310751,38.84302001,4.331037443,8844
10.38599968,-75.25781891,39.30466606,3.252114035,8502
10.38599968,-75.25781891,39.30466606,3.252114035,5226
8.423999786,-75.24962442,38.03902729,3.627527645,8722
11.38299942,-75.20623159,39.30087118,1.039980915,5225
11.38299942,-75.20621966,39.30089657,1.042939966,8490
11.38299942,-75.20621965,39.3008966,1.042943405,5078
11.38299942,-75.18982709,39.25260642,4.625819312,5082
10.04999924,-75.18076926,39.24856524,5.065252516,8495
10.04999924,-75.18076926,39.24856524,5.065252516,5215
10.25099945,-75.13839207,39.21508851,1.376771483,5213
10.25099945,-75.13837938,39.21504828,1.373416956,8491
10.25099945,-75.13837938,39.21504829,1.37341756,5079
10.25099945,-75.13491,39.22008871,1.561544406,2384
3.661998749,-75.117,23.833,4.668127281,6257
3.661998749,-75.117,23.83300004,4.668131659,5867
9.580999374,-75.10074435,38.7412602,4.223551702,2385
9.517999649,-75.09831619,38.76846472,3.464807324,7764
9.517999649,-75.09193774,38.77085484,3.683485279,1547
3.795999527,-75.083,23.417,6.236772103,6272
9.152998924,-75.081332,38.49292553,5.169134942,7769
9.322999001,-75.06620959,38.6430103,2.925049809,1548
3.354999542,-75.01507441,18.40392487,4.268885705,4820
10.5199995,-75.0000168,39.20514822,3.606358423,8493
10.5199995,-75.0000168,39.20514849,3.606355473,5218
10.5199995,-75.0000168,39.2051482,3.606358643,5080
9.877000809,-74.97270456,38.86583079,1.607909788,4616
10.13300037,-74.95600771,38.95523845,0.398269246,8498
10.13300037,-74.9560034,38.95524258,0.398061995,5219
10.13300037,-74.95540886,38.9347434,2.634708941,5023
10.13300037,-74.95525789,38.95579898,0.387300472,5085
10.13300037,-74.95512484,38.93491724,2.617961594,8515
10.48400116,-74.9469251,39.00089061,4.639480875,8506
11.36899948,-74.91524592,40.07804175,56.1974683,8890
9.926000595,-74.88906556,38.88492923,1.643700948,4632
9.995000839,-74.87547911,38.98128782,2.553326144,5083
11.2850008,-74.87131232,39.15298895,7.54108112,5081
11.2850008,-74.87121517,39.15304149,7.535863885,5211
11.2850008,-74.87098646,39.15303198,7.51747348,8494
9.995000839,-74.87036903,38.92256344,3.997011426,4640
3.278999329,-74.855616,20.47295,17.02678844,5314
3.407999039,-74.85002149,20.46527629,17.02638358,3336
9.942000389,-74.79967717,38.95618214,0.732252693,4665
3.407999039,-74.78516878,20.38537379,19.13315431,4850
3.303998947,-74.7806022,20.38541031,18.12857418,957
11.2850008,-74.76328064,39.12975327,2.505419115,4993
10.81400013,-74.75007465,39.21948196,3.803652235,8789
10.09700012,-74.74020604,39.0556014,3.158514285,4663
-2.428001404,-74.72103882,11.04896974,1.606737788,17
11.48600006,-74.7131186,39.31039388,7.862792717,8505
11.48600006,-74.71298729,39.31040237,7.852148327,5091
10.14000034,-74.70161084,39.12556251,0.583678765,4655
10.09700012,-74.68920783,39.03908844,1.676735466,4643
10.14000034,-74.68704676,39.1063035,2.773733622,4618
10.81400013,-74.68576868,39.20433808,1.994554162,8496
10.08600044,-74.66407309,39.07338487,4.880858011,4622
10.30200005,-74.64448812,39.21448697,1.812971711,8516
10.30200005,-74.64406049,39.21507063,1.80488542,5022
6.687999725,-74.64358114,37.05753992,2.415636165,8583
9.380000114,-74.64289493,38.72790892,2.673900735,4511
9.380000114,-74.64289489,38.72790892,2.673898722,8591
10.30200005,-74.64184217,39.18226873,3.240678367,4625
10.30200005,-74.63509796,39.20218881,1.105635732,4623
10.11699963,-74.63121076,39.13489984,1.224602657,4653
10.30200005,-74.5906805,39.20895938,2.958139767,4624
10.59299946,-74.55515024,39.31111392,2.454350646,5090
10.59299946,-74.55040474,39.31507793,2.71006426,8504
10.59299946,-74.54025947,39.32013615,3.168565133,8503
10.76299953,-74.52303529,39.33451017,4.77833767,5089
10.09900093,-74.51892215,39.57813777,6.589816668,5073
10.09900093,-74.50571547,39.58218886,6.066568048,5236
10.09900093,-74.50070302,39.58104363,5.68913672,8486
3.142000198,-74.5,24.083,6.246761653,6261
-5.289999008,-74.5,10.73338258,5.336614979,6975
-5.293998718,-74.48333,10.75004027,5.373406427,6865
10.09900093,-74.48298734,39.54658764,2.183451773,5072
10.09900093,-74.48298734,39.54658762,2.183451216,8485
10.09900093,-74.48298692,39.54658778,2.183420817,5227
6.470998764,-74.4714049,36.82046831,3.407889431,8614
10.47399998,-74.44772994,39.33124547,4.495150482,4607
10.72599888,-74.41399715,39.36627977,3.489115674,4977
10.87800026,-74.39894678,39.46734215,2.286753527,8805
10.87800026,-74.39759153,39.45471119,1.98048646,2380
10.72599888,-74.39041896,39.40741148,3.840265709,8497
10.72599888,-74.39041895,39.40741148,3.840265414,5084
10.87800026,-74.38576445,39.46158829,0.992350311,1924
10.72599888,-74.35187328,39.40099796,3.508820891,4614
10.87800026,-74.3503436,39.4219786,4.563067296,4992
10.72599888,-74.34938379,39.35547844,3.092002049,4612
10.87800026,-74.34848708,39.43151374,3.751638808,8514
11.27900028,-74.33780799,39.55170101,3.379051036,8487
11.27900028,-74.33779858,39.55167983,3.379035889,5217
3.594999313,-74.33400815,36.04698387,3.733083138,8630
11.12699986,-74.33204723,39.55008078,3.586377457,5075
10.92199993,-74.31814841,39.38867487,2.737238538,4615
11.02200031,-74.31231482,39.44357883,2.414863882,4671
11.12699986,-74.30363101,39.50154166,4.577554475,8452
10.92199993,-74.2867062,39.40994702,3.909852974,4633
11.02200031,-74.2807992,39.48198314,2.790952415,4634
7.028999329,-74.27255822,40.4328115,6.130566294,8484
11.02200031,-74.26003,39.43458071,3.78870723,4661
7.028999329,-74.25517678,40.44190553,4.36380987,5018
11.02200031,-74.25137038,39.47006546,3.697587675,4608
11.36200047,-74.22386442,39.68747981,2.671866568,5223
11.3220005,-74.21760117,39.56397436,2.605098006,4638
11.36200047,-74.21601062,39.6841689,2.765438016,5074
11.3220005,-74.20028944,39.54251839,0.696663511,4646
11.33499908,-74.19511706,39.77124155,2.536111268,8509
11.69499874,-74.18477104,39.6078495,2.776602144,4613
11.36200047,-74.18476562,39.69668643,2.396318956,1923
9.809999466,-74.16871667,38.65593607,4.866071115,8641
11.54300022,-74.15558305,39.64215038,3.239789418,4657
11.9829998,-74.11677664,39.78999058,0.727109231,8488
11.9829998,-74.11492706,39.78908785,0.907318323,5076
11.74699879,-74.10978964,39.69987502,1.605494068,4651
11.9829998,-74.10812725,39.77998841,1.940199913,8511
11.9829998,-74.10246558,39.76386108,3.642210815,8500
7.359999657,-74.09987877,40.32335885,15.15799829,8517
7.359999657,-74.09987876,40.32335888,15.15799511,4994
11.74699879,-74.09506062,39.71702536,2.737798429,4636
11.9829998,-74.09427486,39.79310631,2.630388461,1550
11.74699879,-74.09293391,39.66686445,5.365437103,4630
11.68700123,-74.08941337,39.83629939,5.267180895,5020
12.16500092,-74.08633936,39.95680189,3.299896709,5094
11.92700005,-74.06795987,40.03569859,2.334182947,4991
11.92700005,-74.06795984,40.03569857,2.334181129,8513
11.96399879,-74.06334115,39.90433709,3.750142232,4654
11.92299938,-74.06220372,39.95129072,1.917123113,4670
11.96399879,-74.06034429,39.84924001,3.277437775,4617
-1.649999619,-74.06013929,11.31643053,6.816338331,18
11.92299938,-74.05821957,39.95822189,1.410529983,4642
11.92700005,-74.05418858,40.00775385,3.918119426,4669
8.333000183,-74.05111556,40.70168665,1.08591031,5021
8.333000183,-74.05111556,40.70168659,1.08591485,8512
11.92700005,-74.03893277,40.03191331,1.108727899,4639
11.87299919,-74.03002458,39.79938015,1.314027401,4619
11.92700005,-74.01637659,40.04217799,2.154018767,4628
7.241999626,-74.01405996,40.10737291,3.058126476,4647
11.92700005,-74.00810167,40.06100919,3.576655689,4668
7.291000366,-74.00495731,40.18696701,4.617351836,4656
7.147999763,-73.99302875,40.03312794,3.10207356,4609
12.16800022,-73.98774863,39.92369077,4.595772148,4611
7.343000412,-73.98584665,40.39657265,3.344471246,4975
7.45099926,-73.98257708,40.45321797,2.128141616,4629
7.177000046,-73.98206335,40.12906775,2.067418295,4662
7.343000412,-73.98179972,40.37718597,2.002340103,8508
7.343000412,-73.98179969,40.37718603,2.002338393,5093
7.291000366,-73.98135347,40.17702121,3.992543166,4621
7.177000046,-73.97618762,40.15168144,3.332872705,4637
7.291000366,-73.97141146,40.21946255,1.662913997,4666
7.36700058,-73.97082711,40.27794692,1.856862086,4644
7.177000046,-73.96717032,40.11164046,1.664072199,4659
7.36700058,-73.96687412,40.30060028,1.229670806,4635
7.343000412,-73.96607009,40.40005682,2.862689861,4631
7.45099926,-73.96243523,40.46813701,1.144464179,4649
7.291000366,-73.9603832,40.1748818,3.723118459,4605
7.343000412,-73.96015284,40.34094973,3.788760789,4658
7.343000412,-73.95885226,40.37219114,0.314785206,4606
7.45099926,-73.95408923,40.48638787,3.140728931,4610
7.36700058,-73.95225053,40.25340731,4.284900465,4641
7.36700058,-73.95049841,40.32288019,3.534435941,4648
7.36700058,-73.95048941,40.27662796,1.799330309,4626
7.343000412,-73.94752973,40.40873943,3.862259387,4660
7.725999832,-73.94044962,40.50117809,4.748688907,4604
7.343000412,-73.93680115,40.36822727,1.973554115,4650
7.291000366,-73.93449914,40.23415732,3.513583656,4627
7.343000412,-73.92302641,40.4012455,4.179022181,4620
7.36700058,-73.92112304,40.31223143,3.89759243,4645
7.343000412,-73.92084809,40.3526698,4.031279659,4667
8.161001205,-73.91713062,42.03573986,113.1787163,8451
7.45099926,-73.91667559,40.44215457,3.957502166,4652
7.152000427,-73.91233035,40.29478394,3.184735134,4664
8.168000221,-73.86086136,40.61865534,1.386257557,8709
8.604999542,-73.77255293,40.6128179,2.106443195,8851
7.159000397,-73.69247364,40.2987358,1.558519895,8605
2.793001175,-73.58333,21.13333037,4.419127485,7156
2.86700058,-73.58144979,18.07941195,5.941706726,9245
7.237999916,-73.51642125,40.59600735,3.864237457,8854
1.512000024,-73.50612515,66.10407106,39.42354185,1406
7.697000504,-73.5038483,40.90569346,4.664813211,1159
7.697000504,-73.50384829,40.90569345,4.664812971,8833
7.694001198,-73.47075361,40.92927257,3.394960191,8864
1.512000024,-73.45820624,66.10672137,39.27457317,2176
1.826999664,-73.45007,-47.05696263,44.85462878,291
7.694001198,-73.43406281,40.92682203,4.053439266,8777
2.708000183,-73.36657443,21.09297762,8.546817035,4
7.954999924,-73.35104747,40.63334742,2.224852739,8865
6.25,-73.35101564,-27.12365483,2.37877431,16
2.708000183,-73.33333,21.08333668,6.335126156,6852
6.69699955,-73.3138195,39.70876981,1.895285062,8615
7.13999939,-73.28636606,40.62308568,0.495491176,8860
7.13999939,-73.26356723,40.63908689,2.842495101,8863
8.217000961,-73.25886557,40.90142758,4.030347312,8866
7.884999275,-73.23268438,40.89781864,3.260351907,8857
6.752999306,-73.20888515,40.71353105,0.580378914,8741
0.710000038,-73.2059,-39.71323987,12.25405054,2186
7.527999878,-73.16492271,40.70866145,3.364926638,8852
6.826999664,-73.14330708,41.16121718,4.30949208,8747
7.645999908,-73.11050752,41.2194892,1.735122281,7754
7.645999908,-73.10705363,41.18631162,2.872104239,7739
6.706999779,-73.07030935,41.20410942,2.441288597,7735
7.703000069,-72.99435226,40.69182965,3.547279038,8708
7.703000069,-72.98588514,40.69159301,2.975862996,154
2.725999832,-72.96,21.47400268,1.751316897,7096
8.302000046,-72.89033805,40.77917011,1.896284046,8756
7.402000427,-72.87829874,41.35051024,9.754714241,7755
6.718999863,-72.85412824,41.2651498,6.554989608,7741
0.215999603,-72.84444098,-33.63507688,3.043363636,15
6.359999657,-72.79451808,40.96047766,0.338066476,8862
7.402000427,-72.76088602,41.2748316,3.181038184,7752
8.49600029,-72.69964095,41.2609604,3.490298663,7744
8.49600029,-72.68181333,41.27351392,2.997356145,7761
7.543000221,-72.6583911,41.27340563,3.450149145,7742
7.930000305,-72.55873827,41.26567984,3.22188107,1561
7.930000305,-72.55873827,41.26567984,3.22188107,7760
7.930000305,-72.53948816,41.25530019,4.047296796,7736
7.930000305,-72.50703679,41.2667721,4.004436851,7747
7.131999969,-72.48263876,41.28537307,2.147423523,347
7.131999969,-72.47505323,41.25633943,4.168649236,7740
7.131999969,-72.47294424,41.28520702,1.415794989,5371
2.780000687,-72.45950326,21.66434231,4.376820085,1797
2.717000961,-72.45779963,21.70608106,0.256049827,1796
6.319000244,-72.42655861,40.93775647,3.515110011,1868
6.319000244,-72.42061418,40.94195794,3.653837781,8794
7.859000206,-72.41008215,41.28148601,3.141706322,7746
7.859000206,-72.4099737,41.39799725,12.17903718,7763
7.859000206,-72.38292032,41.34555198,6.028713525,7759
7.859000206,-72.38223909,41.27673872,1.766015289,7753
7.859000206,-72.37147866,41.34868862,6.347967637,7749
6.416999817,-72.36872847,41.00521865,4.086309448,1867
7.859000206,-72.36819606,41.26627227,2.879898445,7758
7.859000206,-72.3631832,41.34885017,6.435269173,7748
7.859000206,-72.36095102,41.32721287,4.123726967,7743
7.859000206,-72.35664263,41.30605316,2.216704627,7756
7.859000206,-72.33782185,41.29151046,3.106547848,7745
2.824001312,-72.3377384,21.78720151,3.879562388,1791
3.062999725,-72.33261469,21.85445156,4.803231263,1798
2.88599968,-72.3167,21.55,2.74964584,6604
3.062999725,-72.31595697,21.86402627,2.787195676,1418
3.046998978,-72.30273821,21.76780249,2.888729606,1417
7.569999695,-72.3,41.25000307,4.684206218,6776
6.916999817,-72.28630979,41.12160944,0.585970007,8858
6.334999561,-72.28176021,48.72465226,220.7413305,4228
7.440000534,-72.24324334,41.3175428,4.096768078,7738
7.440000534,-72.20994064,41.31932512,3.078976479,7750
2.689998627,-72.15634704,21.83587318,5.42100753,1871
2.702999115,-72.14191644,21.82343403,3.940753997,1795
7.355000496,-72.11502397,41.30375503,1.582244054,7762
7.164000511,-72.10335387,40.97502278,2.59818424,1866
2.114999771,-72.07898706,21.88657595,4.060055243,1170
7.164000511,-72.07585056,40.99329422,4.832227411,8856
0.893000126,-72.06339943,-53.80395219,1.975393171,4859
3.107000351,-72.03619575,21.92135747,4.149636899,1792
7.49600029,-72.03113631,41.32354197,3.652531953,7734
3.107000351,-72.021482,21.9615127,2.11191935,1416
7.026000023,-72.01669216,41.01466069,3.661209701,8853
6.94699955,-72.008515,48.6848791,198.7999935,2109
3.190000534,-71.99971444,21.94670328,4.458800892,1794
3.195999146,-71.98815021,19.77156841,3.837032193,9244
6.94699955,-71.98764862,48.73397181,203.2215409,3321
7.626999855,-71.97975191,41.33499333,5.139521783,7757
7.109000206,-71.92766941,41.03860333,2.594487992,8861
-2.388000488,-71.89822248,11.89605929,26.28280234,1861
3.227998734,-71.89002367,21.89853402,3.041734647,1419
7.539999962,-71.8812717,41.07142857,3.351411916,8855
7.539999962,-71.87775156,41.06178215,2.249151158,8859
7.55700016,-71.86506569,41.34275572,5.741737996,7737
4.526000977,-71.86132136,-17.14797762,2.939431567,2322
2.505998611,-71.84405197,21.70895225,3.198396513,1413
7.55700016,-71.83443245,41.34935803,7.25529387,7751
2.065999985,-71.80741949,21.76379962,6.378951245,1942
2.778001785,-71.80387037,19.94616187,1.859093666,5265
7.368999481,-71.79980511,41.32461793,3.727046396,5029
2.986999512,-71.7372675,21.76580345,4.146242497,2379
1.263999939,-71.7293075,-33.75932028,5.991704524,2894
2.949001312,-71.71947978,19.75792452,3.928459658,5277
7.408999443,-71.68289462,41.89845359,28.16723838,5380
2.920000076,-71.65,21.167,5.275899054,6275
0.567000017,-71.64820724,82.13234053,1354.085694,1129
7.246999741,-71.64791285,41.39640448,3.052891412,8830
2.516000748,-71.61444111,17.64592763,2.582706867,564
7.246999741,-71.59446269,41.3861229,2.832745665,8923
7.244999886,-71.59089145,41.15286137,4.214529176,5376
2.381000519,-71.57617,18.02197251,15.66723278,7300
7.248999596,-71.57537411,41.22486811,3.365940104,2488
7.248999596,-71.57229161,41.21271654,2.607519337,8761
2.847000122,-71.55504028,21.46867043,1.799002956,1873
7.302000046,-71.52650368,41.37719206,1.288919516,5027
2.847000122,-71.52642265,21.49453011,4.323574408,1793
1.588998795,-71.52019552,21.53447432,2.360644078,1414
2.847000122,-71.51706958,21.48836758,4.199650559,1799
7.302000046,-71.50904708,41.39722282,3.676503308,8927
2.072999001,-71.5,-31.88000001,3.973809062,7373
