values,Centroid_Longitude,Centroid_Latitude,km,mpa_id
2.211999893,-170.5963547,-14.25593585,5.0316162,7575
2.211999893,-170.5883459,-14.25986396,5.301863495,7570
2.332000732,-170.55,-14.29166702,0.897906164,6498
2.270999908,-170.46694,-14.25130013,4.583698137,6419
1.569000244,-170.41667,-19.08333001,6.374392056,7081
2.572999954,-170.3990207,63.34971276,3.055564442,8562
-0.283000946,-170.2665433,25.49405457,4.705472466,8338
2.222000122,-170.08333,-14.31667001,5.280128064,7100
2.222000122,-169.9502852,56.92024161,4.263002057,8609
1.63699913,-169.883,-19.05000111,8.382068733,6663
1.541999817,-169.8333333,-19.083333,6.374814854,7082
1.994999886,-169.678487,57.34596017,3.691456471,8540
1.994999886,-169.678481,57.34595566,3.692069598,4498
2.203001022,-169.670667,-14.18735779,4.682789616,7564
-0.333999634,-169.511997,16.75340979,5.298141482,8764
2.099000931,-169.4538076,-14.23972728,3.524438522,8718
2.729000568,-168.7079698,54.03321776,0.939135708,8520
1.866999865,-168.4796043,61.69078024,2.250399623,8560
2.182001114,-168.1557189,-14.54506581,3.327781564,8847
2.182001114,-168.1557117,-14.54505444,3.326868438,342
2.182001114,-168.1476613,-14.54274642,2.441979581,7481
2.182001114,-168.1476613,-14.5422663,2.439947459,8343
2.802000046,-167.89,53.89082574,2.016293527,5863
2.72699976,-167.3670245,53.58655991,4.305979698,7553
2.72699976,-167.3670245,53.58655991,4.305979698,7561
2.304999828,-166.6051588,53.1773036,3.694291946,8549
1.738999844,-165.7,55.45,1.064695584,8521
2.315000057,-165.1458802,59.90505859,3.540112225,8561
2.095000267,-163.9999956,55.12730321,2.661181174,8587
2.410999775,-163.9961459,54.80612789,17.09578667,8786
1.917999744,-163.564785,56.46319085,1.519731091,8552
1.588000298,-163.2611189,61.28214774,17.10519862,8760
2.187000275,-163.0833,-13.25000002,6.463057874,5938
1.896999836,-163.0007218,56.49986889,5.259159339,7562
1.947999954,-163.000353,56.50004455,5.27597802,8543
1.947999954,-163.0003435,56.50003908,5.276791485,4508
3.045000076,-162.8192961,61.31368398,57.19746022,833
2.540999889,-162.801495,55.36735812,1.051939527,1863
-1.034999847,-162.5825917,23.29975598,4.275397254,8569
-1.034999847,-162.5825917,23.29975602,4.275398191,4509
2.28000021,-162.5218507,56.72757204,2.457913084,8616
2.761000156,-162.4307921,55.37398817,7.006222986,4243
2.761000156,-162.42453,55.33384699,8.704252809,2381
2.695999146,-162.3867898,6.409713917,4.074324821,8765
2.695999146,-162.386784,6.4097217,4.074939982,3632
2.73500061,-162.2018151,6.143189139,2.147519446,8345
2.807998657,-162.079575,5.880792413,4.242218753,8772
2.807998657,-162.079569,5.880800199,4.241694407,3633
1.627000332,-161.9220709,54.91298389,4.818900113,7559
1.535999775,-161.7827597,54.84353526,3.544228875,7551
1.93900013,-161.7150699,58.78076864,1.271821583,3626
2.21999979,-161.0975368,55.99058231,3.972853704,3631
1.942000389,-161.0350125,56.9838503,2.866529437,8518
1.942000389,-161.0350018,56.98384497,2.866034011,4502
-0.906000137,-160.5749665,21.70855437,3.440175777,8166
1.806000233,-160.5736466,57.40746235,4.087351282,7552
1.590999603,-160.4232687,58.65429108,3.837966427,7541
1.616999626,-160.3241273,58.68108343,3.562921159,1558
1.619000435,-160.131016,58.60118948,2.669772047,8663
-0.913999557,-160.1043005,21.79952675,2.309215521,5124
-0.913999557,-160.0992643,21.81091077,3.411917705,8165
1.882999897,-160.079547,57.60942918,2.843286059,8538
1.882999897,-160.0795356,57.60942421,2.843084068,4496
1.433000565,-159.9983103,-0.373936032,4.446636562,8819
1.433000565,-159.9963948,-0.376018164,4.233565388,341
0.842000961,-159.8,-18.85000001,2.915164727,6743
1.079999924,-159.7667,-21.23330001,3.795152046,7102
1.02699852,-159.75,-18.86670004,4.480163485,7101
1.02699852,-159.75,-18.86670004,4.480163485,7152
1.02699852,-159.75,-18.86670007,4.480162796,7151
-1.067998886,-159.6732811,21.95822892,3.614983087,2415
-1.067998886,-159.6708692,21.9539404,3.89445225,8146
-0.929998398,-159.5892135,21.89882233,4.544698305,8151
-0.929998398,-159.5892078,21.89882641,4.545440591,5129
-0.770999908,-159.4958388,21.85834064,4.29054496,8164
-0.789999008,-159.4576057,22.26402162,3.074403321,5103
-0.733999252,-159.4133332,21.85267446,4.669953508,5118
-0.778999329,-159.3568105,21.95283076,6.745983957,8153
-0.778999329,-159.3568105,21.95283074,6.74598416,5123
-0.670999527,-159.3400043,21.99622265,6.208378717,2414
-0.778999329,-159.3370407,21.99299393,6.062011302,8149
-0.778999329,-159.3369222,21.99303371,6.05540287,5104
0.926000595,-158.9667,-19.35000014,2.915403372,6742
2.718999863,-158.9454566,56.78638558,0.979384624,3630
1.034000397,-158.46666,-20.35000002,2.912510088,6416
-1.026000977,-158.3351038,21.55243533,4.296689727,5107
-0.85200119,-158.3257244,21.62550522,3.520859074,8163
-1.399000168,-158.1932558,21.44502219,2.150457387,8172
0.941999912,-158.1093071,57.34399622,3.573009591,3627
-0.895999908,-158.1068615,21.59608994,3.721193037,8171
-1.150999069,-158.0850829,21.29840151,4.2029608,8773
-1.150999069,-158.0850773,21.29840558,4.203612328,1378
-1.052000046,-158.0802306,21.24775555,5.932650295,5101
-0.895999908,-158.0658115,21.64475247,6.500382195,8132
-0.633998871,-158.035845,21.68910576,2.220547598,1536
-1.100000381,-157.8772215,21.31229936,2.306248454,8169
-1.100000381,-157.8723022,21.32259701,3.451134492,8174
0.892000198,-157.850029,57.5145321,3.3648429,3629
-1.100000381,-157.8279316,21.28413224,4.948104297,8170
-1.100000381,-157.8249626,21.26756025,5.836360457,8133
-0.936000824,-157.8184265,21.25539007,5.922514878,8129
-0.789999008,-157.8110764,21.44297505,2.636197688,8173
-0.789999008,-157.7913699,21.43679949,2.394156583,2416
-0.789999008,-157.7913699,21.43679949,2.394156583,9215
-0.789999008,-157.7913699,21.43679949,2.394156583,9216
-0.789999008,-157.7888594,21.43074603,3.08081199,8143
-0.789999008,-157.7888541,21.43075015,3.080407714,5122
-1.027999878,-157.7478647,21.01883538,4.824479248,5127
-0.854000092,-157.7340258,21.23308735,3.830274616,5121
-1.079999924,-157.7249551,21.28273445,1.987710606,8130
-1.079999924,-157.7249498,21.28273859,1.987004943,5125
-0.631999969,-157.7149201,21.50069902,4.605563435,5109
-1.079999924,-157.6963506,21.27202112,2.512270873,1532
-1.079999924,-157.693404,21.26916327,2.94142044,8141
-0.710998535,-157.597876,21.3577336,3.402042355,8161
0.473999977,-157.5921538,56.041393,2.040435264,8611
-0.710998535,-157.5916667,21.3341667,5.703362781,5119
0.473999977,-157.5914288,56.04133558,2.085564694,4526
1.72300005,-157.5432056,58.13243209,0.831984614,3628
-1.207000732,-157.5025424,20.93310731,4.936957126,5128
-1.210000992,-157.4666279,20.97521677,2.065886825,8160
1.444000244,-157.33333,2.00000059,6.549517458,5935
1.444000244,-157.332993,2,6.52314535,5940
1.444000244,-157.332993,2.000000001,6.523145271,5939
1.444000244,-157.332993,2,6.52314535,5941
1.444000244,-157.330002,2.000000001,6.29357882,5942
-0.616001129,-157.1607837,21.27318074,4.238972799,5105
-1.060998917,-157.0295352,21.08157519,4.613222245,8177
-1.060998917,-157.0295352,21.08157517,4.613220106,5110
1.631999493,-156.993042,54.17659714,4.188912556,8673
-0.455999374,-156.966026,21.18644999,2.560174575,5367
-0.455999374,-156.9260475,21.1518454,7.117119098,1733
-0.455999374,-156.9246498,21.15464089,6.916387467,8716
-0.533000946,-156.9099868,21.20485396,3.647337259,8159
-1.524000168,-156.9026775,20.74040618,4.583365648,1533
-1.524000168,-156.9003604,20.73688174,4.127485154,8136
-1.524000168,-156.8877989,20.74225714,4.000547182,8162
-0.977998734,-156.8291666,20.99239962,5.432418196,5108
-1.184000015,-156.80699,20.90896742,4.099168718,3573
-1.184000015,-156.7500755,20.90777666,5.652952536,8700
-0.762001038,-156.6666631,21.08337152,6.332513138,8158
-0.770000458,-156.642432,21.0179681,3.196009962,1534
-0.770000458,-156.6395386,21.01470263,3.356082287,8139
-1.027000427,-156.6150029,20.49743565,4.471450692,8152
-1.167999268,-156.6107668,20.55034294,1.768695116,3572
-1.347000122,-156.4961622,20.63241171,4.02202566,8135
-0.688999176,-156.4656077,20.89538657,2.389972965,8147
-1.347000122,-156.4339804,20.6097316,3.050389105,1538
-1.347000122,-156.4311692,20.60654177,3.493359462,8131
-0.568000793,-156.4021458,21.03296149,2.978682839,5120
-0.871999741,-156.1011317,20.59802067,3.894651625,5111
-0.672000885,-156.0495051,20.86831847,1.101967278,8157
-1.651000977,-156.0307196,19.68082506,3.266009365,8717
-1.61700058,-156.0131222,19.64248495,3.566432945,1549
-1.381000519,-156.0123889,19.85915231,3.532517911,8148
-1.381000519,-156.0123889,19.85915231,3.532517911,5131
-1.61700058,-156.011198,19.64067652,3.636400115,8134
-1.61700058,-155.9974172,19.63953558,4.908311646,2417
-1.61700058,-155.9957812,19.63907809,5.054419269,8150
-1.370000839,-155.9682702,19.94447095,1.85822467,5115
-1.679000854,-155.9635283,19.49900393,4.555507755,5116
-1.534999847,-155.9629999,19.56163513,8.537013341,8175
-1.534999847,-155.9629999,19.56163511,8.537012764,5113
-1.679000854,-155.9607579,19.50141122,4.797261792,8145
-1.399999619,-155.9322911,19.8572843,3.360983404,8167
-1.399999619,-155.9322911,19.85728433,3.360981448,5114
-1.679000854,-155.9306383,19.48191488,3.912645059,1078
-1.679000854,-155.9264971,19.47681907,3.920167435,8138
-1.599000931,-155.9230549,19.33977576,5.388460877,5126
2.390001297,-155.91701,-5.617000844,4.658728564,5937
-1.701999664,-155.904605,20.17787608,6.642658433,1535
-1.701999664,-155.9021415,20.17490975,6.231502546,8137
-1.562000275,-155.8423625,19.97844285,4.078904677,2418
-1.562000275,-155.8389303,19.97611366,4.256992123,8140
-1.562000275,-155.8329127,19.98489696,5.29856222,1537
-1.562000275,-155.8301537,19.98170901,5.359672027,8142
-1.562000275,-155.8301489,19.98171344,5.360349584,5130
-1.785999298,-155.8259189,20.03260586,5.225283703,8176
-1.785999298,-155.8259189,20.03260582,5.225284561,5112
-1.785999298,-155.8211629,20.02772183,5.833951324,8732
-0.696001053,-155.7441866,18.95970805,3.77344255,5106
-0.49600029,-155.6461651,18.88595827,2.538548597,8154
-0.788999557,-155.6009495,20.25494039,4.792380776,8156
1.246999741,-155.4125128,55.90000663,3.634210089,8621
-0.975999832,-155.3333,19.50001874,31.82140579,5880
-0.975999832,-155.08384,19.73550338,5.26240529,2413
-0.934000015,-155.0726075,19.73345638,4.277265227,8144
-0.910999298,-155.0429984,19.86586226,1.025071661,5102
-0.913000107,-154.9371018,19.67078137,4.729988136,8155
2.424999237,-154.9369,-4.010700048,4.184698477,5936
-0.913000107,-154.9304186,19.6790218,4.37732292,5117
-0.767999649,-154.8191595,19.48608635,4.222900763,8168
1.25,-154.66667,-16.53300178,4.54460184,5943
0.556999683,-154.5887824,56.52838313,2.666765359,3625
1.893000126,-154.5751161,59.17284089,17.01583226,4259
1.325000763,-154.53333,-15.81000014,2.224927196,6928
0.552000046,-154.2674997,56.39253576,2.453189047,8629
0.552000046,-154.2674853,56.39252929,2.45315499,4516
-0.058000088,-154.2301343,59.08616344,4.493576742,1559
1.099000454,-153.6156746,55.82347921,3.585720772,7550
0.153999805,-153.3913022,59.15248696,3.195343229,7545
-0.173000336,-152.9083822,59.36569435,2.155375732,7540
0.316999912,-152.7686758,57.8845927,1.728278863,7556
0.085000038,-152.6091133,59.54113224,0.897464366,8522
-0.146999836,-152.5146265,58.07847391,4.391651089,332
0.078999996,-152.3992566,57.83501495,4.671354685,7555
1.646999359,-152.3893,-10.0948,3.705296881,6040
2.06799984,-152.3500145,54.90000764,3.207782035,8550
0.884999752,-152.1092962,60.74300467,5.328229206,4240
0.574000359,-151.9872511,60.3772017,1.608225564,4239
1.179999828,-151.7780995,60.97785247,4.345874063,4057
-0.453000069,-151.6547353,59.56768468,3.343725928,4229
-0.453000069,-151.638957,59.56649413,2.871134222,8454
1.455999851,-151.5599279,60.12447713,1.013016078,4223
0.588999748,-151.5541222,60.34242943,3.685219094,7548
-0.768000126,-151.4254311,59.18964984,2.796988419,7549
1.382999897,-150.9241937,59.7925775,1.912776105,4227
1.755000114,-150.5373785,61.31392869,2.486666061,4058
0.622000217,-150.0009879,61.10343603,3.243593905,4241
0.750999928,-149.9260532,61.39051806,3.220589616,1560
-1.021000385,-149.4531201,59.84129746,3.758179879,7563
-1.09400034,-149.3452922,59.90244852,3.473650327,1929
-0.563000202,-149.3242115,59.93858961,2.84618793,1931
0.882999897,-149.3008324,60.0039921,4.219387937,5239
-1.042000294,-149.2571297,59.91277854,4.622029528,1930
-0.907999992,-149.2234871,59.98192735,2.756343098,1932
-0.179999828,-148.4678274,60.80009094,1.069572537,1927
-0.179999828,-148.4639637,60.80157216,1.143641894,5304
-0.427999973,-148.3872763,60.75682174,3.9308128,1934
-0.427999973,-148.3636162,60.80482368,1.588646483,1928
-0.020999908,-148.3183749,60.95973225,1.450026084,1935
-0.114999771,-148.3167947,60.83587905,4.557260423,5240
-0.376999855,-148.0730918,60.79765433,1.830583678,1936
0.782999992,-148.0728425,60.88824126,2.239468439,1926
-0.954999924,-148.0245151,59.47126189,1.734248931,7547
-0.318000317,-147.941838,60.0321664,1.397804086,5305
-0.318000317,-147.9326909,60.02919401,1.9874534,1937
1.417999983,-147.2910957,68.51286382,178.9928758,335
-0.951000214,-146.9202903,60.41111655,4.52785721,7539
-0.965000153,-146.8983742,60.41150153,4.257676049,7538
-0.988999367,-146.8659622,60.17713828,3.503867373,7543
-0.503000259,-146.7826662,61.07305456,3.5242938,1938
-0.582000256,-146.6121344,61.1316436,1.011914131,2394
1.086999893,-146.5646075,61.03063188,3.475570521,1925
-0.963999748,-146.5519833,60.22935513,2.406589928,7546
-0.86000061,-146.5390244,60.49869141,4.490619228,7544
-0.936999798,-146.4269652,60.50488079,4.435307728,7537
-0.896000385,-146.1489793,60.51682142,3.057654444,2395
-0.460000515,-146.1220134,60.3802278,0.604700335,2493
0.729000568,-144.8690052,60.32879244,4.142052077,4224
0.89799881,-144.6,-15.69511021,3.05375359,6747
0.942998886,-144.57,-15.70000014,3.171261814,5858
-0.138999939,-144.4656119,59.90069116,2.88608753,1933
1.38000004,-144.2531224,68.58414383,153.2231622,8832
2.892999649,-140.28369,60.49341582,78.1430198,258
2.892999649,-140.28369,60.49341582,78.1430198,926
1.278000042,-139.8491753,69.10574824,48.52375896,2607
-0.421999931,-139.7263708,59.73434822,3.064994689,7536
-0.421999931,-139.7263708,59.73434822,3.064994689,7558
-1.417999744,-139.0458557,58.25093331,4.535298209,8548
1.078998566,-138.83299,-9.983000144,5.291508138,5944
0.43200016,-137.8075354,56.18581575,2.688761218,8551
-0.427000046,-137.4898726,58.52232511,2.823796677,150
3.414999962,-137.4430954,59.59582815,64.20911622,2139
2.275000095,-136.8382138,58.79747149,8.876226772,8710
0.598999977,-136.1069208,58.53877355,1.097299334,7532
1.228999138,-135.9765636,53.4029761,3.338004129,5745
-0.479000092,-135.9249999,56.9375,3.074159968,4507
-0.479000092,-135.9249599,56.93755856,3.070854813,8542
-0.479000092,-135.9249599,56.93755856,3.070854813,7542
0.763000011,-135.583629,57.146284,3.440414082,5222
1.433000088,-135.5737116,57.16766351,4.916592779,5306
2.549000263,-135.5630275,57.43203791,3.190419245,5208
-0.725999832,-135.4996767,57.0597645,3.209941838,7533
-0.020000458,-135.3153684,57.04701157,1.552148327,8726
0.066999912,-135.3074057,58.91529174,4.571180491,1940
0.375,-135.2678967,59.04665701,1.468777263,2393
0.82099998,-135.1867017,69.36951081,1.043966839,1125
1.258000374,-135.1826605,58.60811004,2.394792371,5308
0.625000477,-135.1629924,58.62141113,2.23526448,2586
0.799000263,-134.9783679,58.65799373,3.848142339,5307
0.601000309,-134.9253085,58.24600669,4.614455158,5216
0.693999767,-134.8924613,58.45836452,1.015594049,2392
0.693999767,-134.8547057,58.44662983,1.756728279,5309
1.807999611,-134.5594585,58.34917944,3.052247567,4059
2.441999912,-134.3292136,56.84964143,3.627067475,5235
1.547999859,-134.3126962,58.10152245,2.887427327,1939
0.980000019,-134.2750004,57.90514165,3.494020966,4222
1.34100008,-134.0180416,58.05511172,2.042068104,5237
1.31799984,-133.6961192,56.22872857,2.390926693,7534
1.523999691,-133.6349962,56.34730254,3.140104241,2494
2.63599968,-133.0503208,56.59237825,3.665168863,5207
2.340000153,-132.8732764,53.58330697,4.636812398,1389
2.134000301,-132.1327854,56.17316691,3.939225675,5238
2.147999763,-131.86787,53.91225186,4.16913206,425
1.562999725,-131.8482817,54.05563884,2.336355891,1388
0.370999336,-131.7968002,55.14877761,2.664633178,7535
0.197000504,-131.7489808,55.15585598,4.295290616,5210
1.305999756,-131.5203582,52.24099698,3.911934237,5435
1.881999969,-130.8799857,54.55608974,1.636294715,5722
1.433000565,-130.7009461,54.1413505,1.881366755,5733
1.603000641,-130.6221077,54.29424468,0.343255739,5686
1.914999962,-130.6084474,53.48317989,2.972742906,5681
3.505000114,-130.5765507,54.75591929,4.560730732,5737
1.934000015,-130.5577774,53.85303505,2.660429415,5682
3.19299984,-130.4542313,53.55632594,1.653061959,5704
1.946000099,-130.4447467,54.75871264,5.670084639,5687
2.144999504,-130.433775,54.80619742,4.099363211,5688
3.009999275,-130.3709794,54.58127143,4.412120842,5689
2.56499958,-130.3146871,54.17887352,3.601236439,2595
2.75399971,-130.2295227,54.62100421,4.025279181,5727
1.81099987,-130.1768741,54.01669703,3.453647425,5724
3.093999863,-130.1028149,54.66675939,4.83715823,5720
3.414000034,-130.0128087,54.60715133,2.718347714,5725
3.505000591,-129.9987845,54.49023492,4.406610334,5734
3.56899929,-129.9556326,54.09478807,6.23753164,5721
3.454000473,-129.916598,54.74982492,14.13739913,5726
3.5989995,-129.9013685,54.20576955,1.738129895,5731
1.972000122,-129.7651502,53.38704044,2.21085129,5708
5.283000469,-129.7404957,55.4000119,33.55111861,5728
3.454000473,-129.7251377,54.62549999,15.01177226,2604
3.38599968,-129.696367,53.67998542,7.021464861,2596
5.837999821,-129.6677139,55.23824047,31.23201092,5709
4.024999619,-129.5848606,53.55578739,3.082245154,2597
1.876999855,-129.5725097,52.97515096,2.786650318,1379
3.068000317,-129.4560991,53.34176864,3.697500262,5735
3.068000317,-129.4360073,53.41181177,4.353401882,2593
2.133999825,-129.4305352,53.07602823,4.249128717,5706
2.163999557,-129.4245456,53.63411058,8.820212854,5723
1.598999977,-129.416333,52.66036518,4.821366543,1381
1.687000275,-129.3665767,52.55400699,1.486330877,1376
2.163999557,-129.3584583,53.65081656,5.256643416,5738
1.763999939,-129.3497883,53.26550353,3.357079487,5707
2.081999779,-129.3284776,53.19967035,2.633779223,5729
2.223999977,-129.2779271,53.3165075,2.909784761,5736
2.012000084,-129.2112119,53.06155657,2.220631406,5703
4.452000141,-129.1303144,53.89030373,10.97411664,5699
2.038999557,-129.0943309,53.73988359,4.047718976,5732
1.579999924,-129.081045,50.86238933,3.098385928,1373
2.19299984,-129.0788493,47.9583245,2.768616288,3877
4.335000038,-129.0244742,53.77271101,2.390856525,5740
1.612999916,-128.9206256,50.81913794,4.04433757,1385
2.201000214,-128.8649514,53.83818572,4.145659662,5741
1.012999952,-128.8544619,69.62289572,9.532616167,1126
2.670999527,-128.8496659,53.46096998,1.702898943,5705
2.843000412,-128.8482367,53.72817138,2.823204674,5694
2.717000008,-128.788417,53.69772855,8.090522018,5742
1.024000168,-128.7861999,53.80691635,1.73393145,5677
1.684000015,-128.7730425,50.79033709,1.317524237,1375
1.56799984,-128.7095393,53.8013291,8.191571266,5679
1.744000435,-128.6868964,50.81457971,2.960470563,3795
2.038000107,-128.6307068,46.02352448,2.064237872,8669
2.038000107,-128.6307068,46.02352449,2.064236785,5492
3.511000156,-128.5596024,53.44990598,1.512261209,5730
3.818999767,-128.5030322,53.83425036,5.191043676,5678
4.084999561,-128.4830698,52.92041204,5.761523014,2094
3.322999954,-128.3997146,53.53104334,8.249218178,5700
1.730999947,-128.3996196,52.82631457,4.193548481,5710
1.730999947,-128.3936754,52.77426382,2.30638116,5712
1.376000404,-128.3538758,52.31125997,2.610163096,2098
3.322999954,-128.350431,53.52182383,7.245168666,5698
0.755001068,-128.3155199,-24.36362328,2.727144072,1013
1.539999962,-128.3020159,52.52423874,2.059812983,2096
2.654000282,-128.2966006,50.69204995,1.843030455,426
1.446000099,-128.2361554,50.58438271,5.14081775,2099
1.977999687,-128.177979,51.81543205,3.367977007,5680
3.389000416,-128.0087287,52.84593912,6.428571122,1400
1.12100029,-127.9080673,42.60851577,3.267756518,8668
1.12100029,-127.9080673,42.60851577,3.267756518,5484
0.965000153,-127.8530508,52.06022281,7.356732052,2135
2.623000145,-127.8170952,50.49226668,4.18083992,2633
1.718999863,-127.7356288,51.47009868,2.299579705,2097
2.846000671,-127.7355061,51.03052807,2.267574225,1380
1.579999924,-127.7169213,50.26657361,5.999466018,2092
1.9810009,-127.6367689,50.05930267,2.133996913,1377
4.443999767,-127.6185666,53.09653906,41.85201866,2644
1.93100071,-127.5652517,50.20904212,4.252819003,2626
2.863999367,-127.5617328,50.83852533,4.29277104,2629
3.190999985,-127.5390004,50.55219061,1.185917768,2632
1.543999672,-127.5093837,50.10738405,3.022185501,2639
3.217999458,-127.5052125,51.05159268,2.777528506,5702
3.342999458,-127.3776346,52.10567139,5.914483627,5715
2.335999489,-127.3561122,51.88274633,1.557038187,5711
2.376999855,-127.345956,51.71352663,2.08309006,5713
1.880999565,-127.2523891,49.96604697,2.937894586,2101
1.366000175,-127.1977319,50.05047919,1.238842283,2640
2.419000626,-127.1607648,50.18904713,7.564313797,2636
2.932999611,-127.1172996,51.39201656,1.966813937,5685
2.419000626,-127.1130698,50.14380966,2.258416484,1386
2.675000191,-127.0830962,52.88370357,28.90194457,5714
1.717000008,-127.0600905,49.83535893,4.60087895,2627
1.732999802,-126.9872306,49.81680913,3.481321946,2641
2.885000229,-126.7972864,50.59706175,3.131158214,2136
3.019000053,-126.7762907,52.38306683,18.03548488,5739
2.699000359,-126.6934945,50.67657872,3.681855548,2093
3.18999958,-126.6671771,51.20270319,9.10497711,5717
1.550000191,-126.6279503,49.61089998,1.581555552,2642
2.776000023,-126.5972432,50.49029066,4.060873872,1384
1.394000053,-126.5434863,49.62415704,0.160651676,2625
2.390000343,-126.5308898,49.41253676,4.246780708,2601
1.467000008,-126.5238777,51.03795881,8.9416774,5719
1.953999519,-126.4954029,50.75115358,5.204091946,1090
0.211999893,-126.4146949,44.11793317,3.264240277,8686
2.323999405,-126.3344036,49.38780598,3.266003033,2070
1.170000076,-126.2830793,49.48009042,2.498230512,2602
2.253000259,-126.2763265,49.37257365,1.142954572,5690
1.888999939,-126.1499078,49.2611484,3.843944383,2600
2.327999115,-126.0941919,49.4121627,4.696072661,2635
1.708999634,-126.0732743,49.26364763,3.867772173,1084
3.369999886,-126.039593,55.53028986,266.8389907,2598
2.194000244,-126.0311658,49.17454903,3.832788535,2603
1.677000046,-126,49.2835515,3.153529617,6896
2.331999779,-125.9507912,49.22037403,1.447240875,2628
2.18599987,-125.8717038,49.12338015,0.299713788,3798
1.324000359,-125.7878494,49.14561344,2.30950597,2599
4.227000237,-125.7219583,49.64261354,7.252196579,2079
2.675000191,-125.7118605,54.5610304,232.4683831,2594
3.748999596,-125.6117725,51.09089796,14.77015182,5684
0.666000366,-125.4849211,47.64819858,3.259637853,8631
0.666000366,-125.4849211,47.64819858,3.259637853,5449
3.020000458,-125.4785885,50.33240452,4.753254767,2634
3.102999687,-125.4262325,50.71820462,2.513025362,5718
