Centroid_Longitude,Centroid_Latitude
177.81670000000,-17.35000022550
-17.05000000000,20.78333003390
179.10403500000,-17.10960314500
179.96670000000,-16.85000024980
-159.75000000000,-18.86670004000
158.12569000000,6.79908001205
-159.76670000000,-21.23330000820
-158.46666000000,-20.35000002370
-159.75000000000,-18.86670003830
-159.75000000000,-18.86670007410
-171.75000000000,-13.81700001790
-157.33299300000,2.00000000054
158.21925000000,6.77769000123
158.10833000000,6.95000000900
143.85001000000,17.32000006800
143.39999000000,19.67000013680
158.21667000000,6.85000006049
158.35203000000,6.85281002529
71.94981047560,-6.58327322654
-64.44540164780,17.81804316280
-124.01987746400,44.90437702150
-67.34666633580,18.16166686930
-121.95496867800,36.50533390860
-83.11666742940,24.42499850220
-120.51912477700,34.09640568900
144.79356372100,13.51148112980
-117.77924805500,33.53347715540
-121.63634932900,36.06541667180
-122.11020811200,36.95882542760
-122.98999960100,37.99272622570
-16.40854957400,20.07447262290
-71.42785606840,41.54935107980
-122.96814834000,38.00432187170
-87.52238207720,17.19149870940
-88.19763392170,16.46317249680
-65.61285749540,18.25141147330
-65.32673161340,18.31298765950
-120.13848131300,33.87673152910
-67.17799315670,18.12989642530
-67.48083711870,18.37471489650
-123.11768429100,47.43683889310
-124.00533323000,45.76667783670
-119.83978501400,33.93565079430
-76.65226583900,38.46457414780
-120.64234621700,34.66335271210
-123.43151592100,38.63380120230
-87.27426478690,21.50622348650
-124.14777423700,44.25427941110
-122.38218782200,47.81552821810
-124.04310880300,45.01065421170
-117.31762191200,33.14043795920
-157.81842650300,21.25539006840
-157.72495508700,21.28273444830
-157.82496264200,21.26756025180
-122.94132138900,48.12269909540
-156.63953860100,21.01470263420
-157.69340395700,21.26916326600
-156.43116917500,20.60654176970
-170.26654331400,25.49405456730
-124.47319896200,42.70092336300
-124.06686200800,44.73749010410
55.66351156770,-4.32911643710
55.50164401770,-4.61972435705
130.54074118100,-2.10303283267
55.37426258930,-4.63846441165
-103.97436145300,-26.89874511850
-103.97436145300,-26.89874511850
-123.10955011700,37.77128571020
-76.11682295520,38.63124839290
179.01769337000,-47.86035254050
178.95073582300,-49.67060996000
168.82610590900,-52.53301266420
-124.73557071000,44.64714590980
144.88056125800,-37.86724483460
76.68892503520,-51.04125265340
142.46978684700,-38.40275603710
145.01593562300,-38.48664199180
144.50132112600,-38.29173218600
145.65314703500,-38.69948603580
-120.89590455900,35.22725011820
149.97285184000,-37.54710710250
146.40930211100,-38.79896354730
141.34376249100,-38.35403469000
145.38158197800,-38.30044789000
143.67019457300,-38.77785624610
144.24688813300,-38.42049513650
144.80356597500,-37.92284148830
144.33087729900,-38.34066902190
149.25319794300,-37.81387683240
145.02539571600,-37.99056139240
142.99950821100,-38.63275377820
143.10678792800,-38.70250018070
146.35520013000,-39.15288852510
-122.66945775800,48.15714172660
-67.29983910860,44.60940090470
-67.41415797320,18.23693540300
145.27145691100,-38.23117086250
-123.01250000000,37.68624705220
-76.38038918920,38.78621616890
145.81199644900,-5.13190344217
-123.00310955300,37.69327364180
-154.81915946500,19.48608634840
-68.10952342270,40.24999940870
-122.33158661000,47.40337462160
145.31850837900,-38.49962788830
-121.30477018800,35.68088902900
-121.88061132700,36.27742913540
137.50710957400,-33.12601794440
-119.02118936200,34.06493558560
-122.93183036200,38.03373686380
145.81886762700,15.25900842310
-123.91371814200,46.63160733110
137.35500893600,-36.00619231390
-67.42333316820,18.08333301500
-121.90135000000,36.62117350960
-123.33019044300,38.56643678330
-87.53163522390,17.31724144100
-117.79095277600,33.54219497190
-124.37871551200,40.26191058380
-94.76481536560,29.52984658320
-78.06035367550,18.19011314900
-76.22207753870,38.94376507810
144.10564617900,-38.46910552910
-123.94640992000,45.17094406970
145.78370341500,15.14981437860
-67.26720073130,18.34758675520
-123.07219367500,37.78587975800
-122.53199405700,47.57754672680
-64.62221751430,17.81026454250
-122.54748362700,37.52175065060
-119.97247744700,33.96898571630
-119.56883509000,34.07787598810
-119.00722701100,33.44900729920
-81.27770453700,19.33718231560
-122.32780897900,47.38793108670
-122.68577677700,47.21042644420
-117.24159855200,32.67225021370
-122.61274448500,47.16919539240
-117.28880061800,33.01759410610
-162.58259172800,23.29975598180
-121.96750000000,36.55624999970
-157.78885941500,21.43074602540
-123.00885167900,37.69755753680
-120.83446161100,35.33599083040
-119.38401609400,34.03781064190
137.77955755300,-35.81934435490
137.90969486300,-32.74945032280
-119.45385791700,33.97457308340
138.43522787700,-35.26963334590
-118.48549235400,33.44536805400
-120.05166666700,34.05165213750
-120.43270230200,34.00190392510
-121.94630807200,36.62625726510
-121.76100119100,36.79608470610
-122.52019654000,37.57735676260
-122.96751770700,38.27258281850
-122.99156791900,38.30568447810
-123.10518656200,38.31736321300
-123.11737932300,38.44783263360
119.62500000000,-17.09166666700
-123.51374999900,38.73921874470
-123.75287167600,38.96038012890
-123.88892623200,46.65211603270
-123.95152184500,46.97696671810
-123.08302785300,47.09616695900
-122.92973201600,48.12792272080
-123.11213004200,47.44783502220
-123.01613474300,47.56115308400
-124.07065748500,44.78891517820
-177.36929170000,28.23123368050
148.78699236600,-37.82117881200
150.90143235100,-34.59790678820
151.29547028100,-33.79918691600
123.55522222200,-12.53077981130
152.91027778000,-31.68111121340
149.75000000000,-16.97500000000
114.08339971300,-26.18252350580
144.65423359000,-38.24590955560
137.36405471000,-34.45514052540
148.31503458100,-41.87222348940
151.73177006700,-17.37615153690
161.33285653700,-55.94660959490
139.85729545100,-39.30600776990
147.16764975500,-43.28493012240
134.25126118500,-33.15074294220
137.30402797900,-35.99801196990
147.33447975100,-43.05931369050
-169.51199699500,16.75340978800
-158.08508288000,21.29840150840
145.82925752000,-5.17218966708
18.12169092830,42.63072334300
-77.93986107880,18.45019321700
-76.79766472010,17.92200064380
-76.95523857050,18.40456341070
-76.97798528100,17.84571314100
-77.41316757560,18.46952692800
-77.02741522070,17.86395793750
-78.32035375460,18.37362755490
-77.14563805710,17.85852355860
158.29667882800,7.00444966862
-81.23329135990,19.29476054180
145.16596376400,14.12179400080
145.71258644900,15.23983876270
179.26667000000,-17.98333025850
178.75000000000,-17.66666140010
179.26667000000,-17.98333258490
178.48330000000,-18.90000497480
-87.85714330000,17.36358686910
4.05605000000,40.08167232640
3.21666999998,42.03333022480
2.97417999998,39.29920987440
2.72698999998,39.45917106250
1.43500000000,38.79250474830
177.36667000000,-17.81667116160
5.14613000001,43.32128519570
177.36667000000,-17.81667002900
-62.97250000000,17.46778045930
169.56666670000,6.00000383461
-171.58333000000,-13.96666066360
-171.86670000000,-13.98330084180
153.16667000000,-27.33336130390
9.20369000000,41.35305466480
159.10000000000,-29.68338731960
0.41665999997,38.16667061890
-157.33333000000,2.00000058976
162.95000000000,5.28333335412
158.22872000000,7.00933001299
115.70571461600,-31.79891903240
-156.92464982700,21.15464088640
-64.74167646400,18.34294888540
-120.43865445200,34.02878023870
-88.02638660980,17.85910247220
-88.00529800460,16.50213036000
-88.18805446050,16.66382536880
-88.29003055890,16.14606089830
-80.77580854600,28.49494516730
-120.34985786000,34.09358187820
-67.29858991930,18.12578671450
-67.90459881230,18.10492955660
-76.01421737690,38.01788865710
-64.59042403240,17.71618212900
-117.27235355500,33.00828382580
-156.49616223800,20.63241170980
130.54074118100,-2.10303283267
153.37726814000,-29.78260113380
159.02768603300,-31.54243477010
173.02199221700,-43.88087643310
153.28921412000,-30.00962592030
-78.17896061560,32.84979151000
97.24207765890,2.20403358711
-172.73813974200,-3.82153513139
-87.82550905770,18.14540839460
-117.30398334800,33.08847003400
-9.04219895059,38.47394368310
114.12962021000,-21.76866192090
-80.75982943810,28.47059957780
15.38725492750,43.74827944660
29.92890288240,-31.43251447690
-74.39894678220,39.46734214790
148.51167465000,-18.54142832830
38.36788554700,-46.98237241460
-78.35834001070,18.22699049810
150.74343263000,-35.08176792850
148.52117371500,-18.57037808680
153.57516701400,-28.19558850320
123.08175009800,-12.24660247900
115.72507260700,-32.33492959730
151.39891976300,-33.52246089530
-119.42727817600,34.03979078550
-77.11890255040,17.73557028200
-111.09364939900,25.85513416170
-117.71215623100,33.45836421700
151.14592198900,-34.02896787600
113.92784085200,-25.97591395920
-122.23401784900,37.51434905200
138.58884974300,-35.60653990610
-33.74870660550,-3.87592194975
153.34288889500,-27.27541449130
-77.10980041020,18.46388542880
-118.04420049800,33.69470760010
-119.84087343200,34.42101983250
-119.41528863800,34.01286479480
-122.31631461400,37.89380227770
-122.46667816100,37.96954657610
-122.50666352700,37.93237260230
-117.25382030600,32.96550765750
-158.06581154900,21.64475246920
-90.77634009690,-0.08075817924
153.64302040600,-28.68613119580
123.09330529800,-12.24046470050
146.48010938800,-38.74479230320
159.07507762600,-29.70000008080
161.33075205700,-55.88238100110
115.05345928800,-30.57011492220
151.12059192700,-42.19445769440
129.88049306400,-31.62485547290
137.31611111100,-37.48138735000
118.93714176200,-17.58406211320
113.22512750000,-25.52417343420
145.80514377000,-5.13409098245
151.02156985200,-9.96379761862
43.21478906540,-22.05511484760
-77.94247651810,18.46895300730
8.55980577434,42.35925644460
3.16492602916,42.47172786670
6.39049337167,43.00589050050
-81.39604112280,19.39510407940
-111.09149599300,25.85518993180
-42.75000000000,-62.75000000000
