values,Centroid_Longitude,Centroid_Latitude,km,mpa_id,oceanmpa.trend_mean.8.5N
1.465000153,-122.2926651,38.21641937,12.45610243,7700,0.036054038
1.465000153,-122.2924865,38.21568287,12.39845317,5214,0.036054038
3.885000229,-122.2919089,36.36049439,1.612531248,8665,0.035542425
3.885000229,-122.2919089,36.36049439,1.612531248,5482,0.035542425
2.038000107,-122.2774475,37.76686707,3.027099571,4696,0.035824388
2.038000107,-122.276659,37.76805563,2.937695263,7732,0.035824388
1.833000183,-122.2404997,37.55388759,3.144641,7707,0.035824388
1.833000183,-122.2340178,37.51434905,3.788474282,7695,0.035824388
4.458000183,-122.1102081,36.95882543,1.315666083,7616,0.035542425
1.723000526,-122.0383805,38.21997958,29.73144746,7706,0.036054038
1.723000526,-122.0383805,38.21997958,29.73144746,4494,0.036054038
2.581999779,-122.0372546,37.49619965,9.243614528,8800,0.035824388
2.581999779,-122.0366358,37.48462884,10.04812919,343,0.035824388
1.631999969,-122.0246872,35.54782997,1.682572808,8646,0.035241358
1.631999969,-122.0246872,35.54782997,1.682572808,5448,0.035241358
1.723000526,-122.0214314,38.20356084,29.71366863,8468,0.036054038
3.899999619,-121.9945351,36.5061038,5.108431954,7630,0.035200179
4.144000053,-121.9934841,36.8255109,4.89473517,7620,0.035200179
4,-121.9750489,36.70032653,1.735406414,7621,0.035200179
3.899999619,-121.9675,36.55625,1.817017261,7627,0.035200179
3.899999619,-121.9549687,36.50533391,4.050644203,7629,0.035200179
3.899999619,-121.9512392,36.5121465,3.342624757,7610,0.035200179
3.899999619,-121.9512391,36.51214658,3.342617717,4445,0.035200179
3.725999832,-121.9463081,36.62625727,1.082473051,7626,0.035200179
3.899999619,-121.9387918,36.54829315,1.895243048,7628,0.035200179
3.899999619,-121.9385815,36.54615682,1.834142828,4444,0.035200179
3.899999619,-121.9385815,36.54615684,1.834143435,7609,0.035200179
3.725999832,-121.9279167,36.64102768,3.247419731,7625,0.035200179
3.833001137,-121.9267813,36.27623453,3.307883342,7632,0.035200179
3.725999832,-121.9220124,36.63563524,3.450463551,4443,0.035200179
3.725999832,-121.9220124,36.63563527,3.450464695,7608,0.035200179
3.045000076,-121.9028991,36.62214393,2.509665698,4680,0.035200179
3.045000076,-121.90135,36.62117351,2.389419401,7624,0.035200179
3.045000076,-121.8955501,36.61449181,2.17413261,7622,0.035200179
3.721000671,-121.8806113,36.27742914,1.660515741,7631,0.035200179
4.478000641,-121.7787477,36.81207832,2.545094245,7618,0.035200179
4.478000641,-121.7610012,36.79608471,2.774731739,7619,0.035200179
4.478000641,-121.7456179,36.8159605,4.910278183,7617,0.035200179
4.478000641,-121.7382736,36.81772746,5.567776104,8474,0.035200179
2.661999702,-121.6885777,36.15780332,4.056675293,7611,0.035200179
2.661999702,-121.6885777,36.15780332,4.056675293,5010,0.035200179
2.661999702,-121.6724414,36.10373527,3.998063594,7635,0.035200179
2.773999214,-121.6363493,36.06541667,2.83156093,7633,0.035200179
2.773999214,-121.6121895,36.07382213,3.756990937,4572,0.035200179
2.773999214,-121.6061505,36.02117163,2.839852679,7715,0.035200179
2.773999214,-121.6061504,36.0211716,2.839860726,4677,0.035200179
2.734999657,-121.3743527,35.80685644,1.690600773,7613,0.034931965
2.734999657,-121.3743527,35.80685642,1.690598552,4447,0.034931965
2.665999413,-121.3470452,35.68233488,3.83770577,7637,0.034931965
2.585000038,-121.3047702,35.68088903,3.2724629,7636,0.034931965
1.13299942,-121.1735159,34.78933467,3.19018906,5462,0.034674224
1.13299942,-121.1735159,34.78933467,3.19018906,8654,0.034674224
2.036999702,-121.1365705,35.58652252,5.096867333,7638,0.034931965
2.036999702,-121.0858011,35.52568476,3.967232472,7639,0.034931965
2.267000198,-120.9465094,34.29736141,1.257761167,5481,0.034424346
2.267000198,-120.9465094,34.29736141,1.257761167,8664,0.034424346
1.840999603,-120.9240411,35.21688456,3.257632761,7643,0.034664065
1.760000229,-120.905694,35.30988352,3.444273539,4674,0.034664065
2.026000023,-120.8974334,35.38102972,2.141508223,4673,0.034664065
1.987999916,-120.8959046,35.22725012,2.834136411,7642,0.034664065
2.026000023,-120.8512532,35.33919283,4.526259948,7640,0.034664065
2.026000023,-120.8344616,35.33599083,5.685705674,7641,0.034664065
1.944000244,-120.6717294,35.00442336,5.315713854,4675,0.034664065
1.402999878,-120.6489482,34.56852749,3.705815678,4575,0.034424346
1.592000008,-120.6423462,34.66335271,4.550725658,7644,0.034424346
1.217000008,-120.6377474,35.12384503,1.166151521,4693,0.034664065
3.084000587,-120.5374167,34.10508333,2.248421977,5485,0.034424346
3.084000587,-120.5374167,34.10508333,2.248421977,8680,0.034424346
3.084000587,-120.5209098,34.09948337,3.420491271,4978,0.034424346
3.084000587,-120.5191248,34.09640569,3.796548056,7590,0.034424346
3.284999847,-120.4386545,34.02878024,2.31097835,7605,0.034424346
3.284999847,-120.4328679,34.00172751,5.022643769,4979,0.034424346
3.284999847,-120.4327023,34.00190393,5.012482667,7591,0.034424346
3.284999847,-120.4326931,34.00180653,5.022436887,5472,0.034424346
3.284999847,-120.4326931,34.00180653,5.022436887,8678,0.034424346
3.343000412,-120.3498579,34.09358188,4.190457817,7592,0.034424346
3.343000412,-120.3460921,34.13025541,2.72460487,5469,0.034424346
3.343000412,-120.3460921,34.13025541,2.72460487,8677,0.034424346
3.131000519,-120.3435628,34.07522659,4.724187427,4980,0.034424346
3.0189991,-120.1412263,33.88138874,1.65790974,4983,0.034208558
3.0189991,-120.1395065,33.87278143,1.361474502,5491,0.034208558
3.0189991,-120.1395065,33.87278142,1.361474707,8685,0.034208558
3.0189991,-120.1384813,33.87673153,1.25925441,7596,0.034208558
2.474000931,-120.0688033,34.45831202,2.487787873,3867,0.034424346
2.474000931,-120.0679374,34.4584954,2.408466631,7583,0.034424346
3.682999611,-120.0523942,34.05194771,1.511491363,4982,0.034424346
3.682999611,-120.0516667,34.05157557,1.436555455,5453,0.034424346
3.682999611,-120.0516667,34.05165214,1.443099064,7595,0.034424346
3.682999611,-120.0516667,34.05157557,1.436555455,8671,0.034424346
3.682999611,-120.0157073,34.01338495,3.950982967,7623,0.034424346
3.682999611,-120.0157073,34.01338494,3.950983851,4448,0.034424346
3.185001373,-119.9729951,33.96915063,1.80994012,4981,0.033999022
3.185001373,-119.9725808,33.96895179,1.766723236,5490,0.033999022
3.185001373,-119.9725808,33.96895179,1.766723236,8683,0.033999022
3.185001373,-119.9724774,33.96898572,1.762178583,7593,0.033999022
3.618000984,-119.93925,34.01082792,3.85339481,8688,0.034207523
3.428001404,-119.9176667,33.41666667,5.975083295,8666,0.033999022
3.428001404,-119.9176667,33.41666667,5.975083295,5483,0.033999022
3.813999176,-119.8677729,34.0783387,4.132314677,4556,0.034207523
3.813999176,-119.8663346,34.07818496,4.138950821,7602,0.034207523
3.813999176,-119.8663115,34.07817931,4.138745488,5478,0.034207523
3.813999176,-119.8663115,34.07817931,4.138745488,8679,0.034207523
3.094999313,-119.8434705,33.94334371,3.351913487,4984,0.033999022
3.063999176,-119.8419855,33.91341741,5.247862524,5467,0.033999022
3.063999176,-119.8419855,33.91341741,5.247862524,8676,0.033999022
2.894999504,-119.8408734,34.42101983,5.999708727,7703,0.034207523
3.094999313,-119.839785,33.93565079,4.112371176,7597,0.033999022
3.538999557,-119.7396508,34.01655127,4.015451873,8704,0.034207523
3.116998672,-119.73,33.7601724,4.033564422,5865,0.033999022
3.549999237,-119.5697545,34.0769109,4.696438487,4985,0.034207523
3.69399929,-119.5690731,34.10341165,3.482025331,8682,0.034207523
3.69399929,-119.5690731,34.10341165,3.482025331,5488,0.034207523
3.549999237,-119.5688351,34.07787599,4.741110833,7598,0.034207523
4.155999184,-119.5003214,33.2112075,3.860021272,7645,0.033999022
3.118999481,-119.475,33.94258333,2.329768853,8675,0.033999022
3.118999481,-119.475,33.94258333,2.329768853,5465,0.033999022
3.118999481,-119.4538579,33.97457308,1.85293115,7647,0.033999022
3.743000031,-119.4272782,34.03979079,2.869212145,7601,0.034207523
3.743000031,-119.4260682,34.04025958,2.977227143,4555,0.034207523
3.926000595,-119.4152886,34.01286479,4.902703677,7606,0.034207523
3.926000595,-119.4150724,34.02205923,4.287808369,7634,0.034207523
3.926000595,-119.4150724,34.02205924,4.287807802,4449,0.034207523
3.743999481,-119.4091667,32.875,3.190527082,8649,0.033820599
3.743999481,-119.4091667,32.875,3.190527082,5455,0.033820599
3.926000595,-119.4008459,34.04752966,2.46890413,8670,0.034207523
3.926000595,-119.4008459,34.04752966,2.46890413,5445,0.034207523
3.926000595,-119.3840161,34.03781064,0.934429914,7600,0.034207523
3.926000595,-119.3839821,34.03853537,0.897461088,4987,0.034207523
3.926000595,-119.3788208,34.01125255,3.399604333,7646,0.034207523
3.835000992,-119.2762034,33.0895424,4.197103711,8620,0.033999022
2.8560009,-119.101,33.675,4.32034369,5471,0.033999022
2.8560009,-119.101,33.675,4.32034369,8658,0.033999022
3.774000168,-119.0211894,34.06493559,3.202683024,7712,0.034207523
3.774000168,-119.0208545,34.06592254,3.309769716,4573,0.034207523
3.064998627,-119.0076381,33.4481838,3.352654343,4986,0.033999022
3.064998627,-119.007227,33.4490073,3.359207538,7599,0.033999022
2.872999191,-118.9726527,33.41884682,4.586745563,5487,0.03381886
2.872999191,-118.9726527,33.41884682,4.586745563,8681,0.03381886
3.760000229,-118.9325579,34.03906982,2.39261905,7655,0.034023628
3.760000229,-118.9325579,34.03906986,2.392618515,4450,0.034023628
3.027999878,-118.623931,34.11786063,8.473508482,1062,0.034023628
2.354999542,-118.5551549,33.42486786,3.925419363,4451,0.03381886
2.354999542,-118.5551548,33.42486788,3.925414297,7666,0.03381886
2.350000381,-118.520833,33.3416665,4.180794934,7701,0.03381886
2.354999542,-118.5204002,33.46489398,2.103749164,7603,0.03381886
2.350000381,-118.5197818,33.34454597,3.949132637,7683,0.03381886
2.350000381,-118.5197818,33.34454596,3.949133591,4453,0.03381886
2.350000381,-118.5181978,33.34245252,4.224449269,4492,0.03381886
2.350000381,-118.4970022,33.37076713,4.174320013,7677,0.03381886
2.350000381,-118.4970022,33.3707671,4.174320389,4452,0.03381886
2.581998825,-118.4863887,32.83145521,5.143179008,7685,0.033640139
2.118999481,-118.4861635,33.44567372,2.94029272,4678,0.03381886
2.118999481,-118.4854924,33.44536805,2.902506819,7716,0.03381886
2.771999359,-118.3786279,33.74009775,3.548468378,4487,0.03381886
2.771999359,-118.3756291,33.74092921,3.625509554,5370,0.03381886
2.771999359,-118.3716251,33.73710705,3.215249768,7692,0.03381886
3.475999832,-118.3260437,29.02610703,5.064351717,4872,0.03329042
2.031000137,-118.3189291,33.34302169,4.364607341,4692,0.03381886
2.031000137,-118.31826,33.34356401,4.279463618,7729,0.03381886
2.207000732,-118.3078865,33.29953235,1.742932574,7684,0.03381886
2.207000732,-118.3078865,33.29953233,1.742931457,4454,0.03381886
3.041000366,-118.2883705,33.70466972,0.508538343,4682,0.03381886
3.041000366,-118.2880861,33.70480377,0.513275597,7725,0.03381886
2.085000992,-118.2230417,33.38320252,1.642391185,5454,0.03381886
2.085000992,-118.2230417,33.38320251,1.64239057,8648,0.03381886
3.596000671,-118.0750644,33.73913627,4.612394585,8740,0.03381886
3.596000671,-118.0442005,33.6947076,1.532557938,7697,0.03381886
2.002000809,-117.9404739,32.60556469,2.732546181,8651,0.033487953
2.002000809,-117.9404739,32.60556469,2.732546181,5457,0.033487953
3.192001343,-117.8738072,33.64860027,2.627111645,7711,0.0336674
3.192001343,-117.8695868,33.58447414,4.533549551,7687,0.0336674
3.192001343,-117.8695868,33.58447414,4.533549551,4456,0.0336674
3.192001343,-117.8665419,33.58736066,4.257474691,7723,0.0336674
2.284999847,-117.8454055,33.56984648,4.164577035,7733,0.0336674
2.284999847,-117.8435327,33.57045421,4.330565349,7688,0.0336674
2.284999847,-117.8435326,33.57045416,4.330567478,4457,0.0336674
2.284999847,-117.8419368,33.57366898,4.696220844,7720,0.0336674
3.421001434,-117.7938912,33.54318362,0.266546906,4458,0.0336674
3.421001434,-117.7938912,33.54318361,0.266546196,7689,0.0336674
3.421001434,-117.7909528,33.54219497,0.089014385,7704,0.0336674
3.421001434,-117.7792481,33.53347716,1.467506676,7722,0.0336674
3.421001434,-117.7495611,33.50412769,5.714484506,7727,0.0336674
2.218999863,-117.7265672,33.47977197,2.923221047,7724,0.0336674
2.218999863,-117.7121562,33.45836422,0.354432706,7718,0.0336674
2.218999863,-117.6800337,33.45882183,2.626111014,3866,0.0336674
2.218999863,-117.6799793,33.45886264,2.631254427,7582,0.0336674
2.218999863,-117.6799293,33.46025988,2.643938472,7719,0.0336674
1.918998718,-117.3515001,33.17112345,5.576440683,7698,0.0336674
1.918998718,-117.3176219,33.14043796,5.612174583,7607,0.0336674
1.759000778,-117.3039833,33.08847003,5.329840054,7696,0.0336674
1.759000778,-117.2980034,33.04118877,0.592764141,4679,0.0336674
1.759000778,-117.2979674,33.04110873,0.590282765,7717,0.0336674
1.759000778,-117.2888006,33.01759411,2.689526904,7581,0.0336674
1.759000778,-117.2879286,33.01405111,3.089903557,3865,0.0336674
1.759000778,-117.2723536,33.00828383,4.12525281,7589,0.0336674
1.715000153,-117.264196,32.85761415,3.212338919,7708,0.033487953
1.715000153,-117.2640718,32.8576084,3.221995776,7691,0.033487953
1.715000153,-117.2640717,32.85760843,3.222001245,4460,0.033487953
1.715000153,-117.2559629,32.86777746,3.429884976,7586,0.033487953
1.715000153,-117.2559629,32.86777746,3.429884976,5070,0.033487953
1.715000153,-117.2559629,32.86777747,3.429884716,7690,0.033487953
1.715000153,-117.2559629,32.86777746,3.429884976,4459,0.033487953
1.715000153,-117.2555633,32.86804762,3.459342075,7726,0.033487953
1.740999222,-117.2538203,32.96550766,3.620265866,7709,0.033487953
1.740999222,-117.2536663,32.9659296,3.644866151,5232,0.033487953
1.740999222,-117.2514246,32.92155112,5.552305841,1077,0.033487953
2.638000488,-117.2434356,32.66508822,5.538530397,4695,0.033487953
2.638000488,-117.2431985,32.6649029,5.508775907,7731,0.033487953
3.320999146,-117.2415986,32.67225021,5.077728532,8340,0.033487953
3.320999146,-117.2411552,32.67322192,4.967028269,1061,0.033487953
2.3939991,-117.1246723,32.55587604,1.580858287,8751,0.033487953
2.3939991,-117.1166667,32.55000035,1.212521912,7380,0.033487953
2.550001144,-117.1146022,32.61267069,1.681314714,8776,0.033487953
2.3939991,-117.1129132,32.5483715,1.356739222,8464,0.033487953
1.807001114,-116.6333333,31.73333412,6.533388819,7440,0.033208352
-3.02299881,-114.8842612,31.74607804,4.287925091,2900,0.033022396
-2.763999939,-114.4139523,31.44782012,3.875011613,2615,0.033022396
-2.763999939,-114.41316,31.44774492,3.806000917,5356,0.033022396
2.678998947,-114.2149728,27.80662311,1.787104186,4214,0.032700941
2.569000244,-114.2148788,27.67581217,3.672604288,2402,0.032700941
3.493000031,-114.1837874,29.0530513,34.51267599,3669,0.032802545
-2.540998459,-114.095035,31.75070997,19.04474462,3510,0.033022396
2.068000793,-114.08,27.75001028,5.9761614,7357,0.032700941
-2.202999115,-113.883333,31.58334697,4.697780787,7259,0.032955296
-1.807001114,-113.8333333,29.45001337,4.138632461,7432,0.032741558
2.36000061,-113.6180483,27.44274034,44.68850829,4215,0.03267115
2.36000061,-113.6161509,27.44164067,44.90981077,1918,0.03267115
-1.850999832,-113.492855,29.41970639,5.442180779,2893,0.032741558
0.970001221,-113.309965,28.97568427,2.62532971,2723,0.03268823
2.725999832,-113.12,26.75000472,4.660722441,7359,0.03268788
0.989999771,-112.9833333,28.81666669,3.696360952,7439,0.032644242
1.005998611,-112.9123125,28.74189042,5.211809817,4871,0.032644242
0.718999863,-112.3090354,28.38357371,1.948410173,4216,0.032644242
0.718999863,-112.30834,28.38334,1.876397759,5346,0.032644242
-0.041999817,-112.233333,29.16667493,5.228847203,7523,0.032688744
4.744998932,-112.18,24.73001305,3.742389593,7358,0.034919798
2.559999466,-111.0936494,25.85513416,3.836486962,4212,0.0328351
2.559999466,-111.091496,25.85518993,4.011175986,5345,0.0328351
3.75799942,-110.9785002,18.7846507,6.695373508,2617,0.036680948
3.75799942,-110.9783606,18.7846502,6.709975911,5344,0.036680948
2.280000687,-110.3991672,24.43233848,3.786210311,2728,0.032917406
2.790000916,-109.8673135,22.87407841,0.794344748,3671,0.034686409
2.347999573,-109.4050233,23.43795931,3.809046641,4213,0.032908741
3.061998367,-109.05,20.85833333,2.044966595,2725,0.036500257
2.523000717,-107.55,24.44028761,2.176102814,7459,0.032406263
4.548000336,-106.6530123,23.63180689,10.4221108,4219,0.032322302
3.694000244,-106.4730071,21.51799747,3.037607553,4217,0.034319177
4.170999527,-106.08,22.88000145,3.966130902,7364,0.032466024
3.704000473,-105.8850503,21.84768228,3.209212338,297,0.032294273
3.704000473,-105.88,21.85000002,2.826808307,7351,0.032294273
3.940000534,-105.5777824,20.70008834,3.866371941,2724,0.032402899
2.319000244,-105.5705233,22.26597682,6.29129858,2542,0.032183483
3.940000534,-105.57,20.70000027,3.08884823,7361,0.032402899
4.229000092,-105.2666667,19.73333348,3.818364223,7456,0.032462772
5.674999237,-104.9955205,19.48834015,5.877290301,2618,0.032045156
5.674999237,-104.98,19.48000247,6.899824414,7355,0.032045156
0.666000366,-103.9743615,-26.89874512,3.081515634,9241,0.030186048
0.666000366,-103.9743615,-26.89874512,3.081515634,9231,0.030186048
0.666000366,-103.9743615,-26.89874512,3.081515634,9242,0.030186048
5.137001038,-103.8166667,18.75000001,5.329126694,7461,0.03167564
4.554000854,-102.87,18.12000001,0.766888331,7365,0.031360395
4.081998825,-102.2666667,17.96666686,2.802502278,7383,0.031327937
3.482002258,-99.92426318,16.89655268,4.346204367,547,0.03103693
3.767997742,-98.646435,16.41807562,5.30784867,5338,0.031845987
3.832000732,-98.5,16.30000001,4.54226059,7362,0.031845987
5.259000778,-97.768835,23.23482391,3.758259973,5337,0.030910287
3.736999512,-97.72628083,16.00571337,5.607194964,32,0.03213124
3.701999664,-97.68306,13.33306003,5.354455131,6646,0.032900888
5.579999924,-97.58,24.73007572,4.564695599,7368,0.031057706
4.49200058,-97.55925082,25.2256194,2.612370122,4873,0.031209616
4.151000977,-97.4595771,26.83150577,4.432135618,4495,0.031370718
3.303001404,-97.38988002,26.26169704,3.64719491,837,0.031370718
6.45800209,-97.35,21.0000014,5.309891255,7438,0.030609122
4.229999542,-97.34068068,26.70366538,3.448580574,8720,0.031370718
6.417001724,-97.31666667,20.96668394,2.756802138,7433,0.030446842
3.631999969,-97.28882731,27.63991421,1.682377887,5098,0.031544037
6.627000809,-97.23449691,21.08783292,4.943709419,2726,0.030609122
5.01999855,-97.22631627,27.60288776,3.030053308,1555,0.031544037
4.054000854,-97.18446196,26.03073948,2.676732452,5068,0.031370718
4.909999847,-97.1831702,27.67909322,4.087473152,8948,0.031544037
5.435998917,-97.16556088,25.99707017,5.915549105,8943,0.031209616
5.435998917,-97.16553269,25.99707638,5.914121226,5031,0.031209616
5.422998428,-97.06666639,25.96805554,2.722974341,3861,0.031209616
4.989999771,-97.05093936,26.86580319,1.374796627,3856,0.031370718
3.647001266,-97.02491761,28.18242339,3.31553463,334,0.031732231
5.594999313,-97.02408462,26.42625031,3.973483072,3862,0.031370718
4.343999863,-96.98729842,28.13442067,3.027228192,8945,0.031719211
4.343999863,-96.98728817,28.13443263,3.026745919,5032,0.031719211
5.175998688,-96.97500011,27.69166669,2.47466113,3849,0.03152797
5.194000244,-96.97083345,27.77361105,2.353748853,4703,0.03152797
4.930000305,-96.85833329,27.56944435,3.499162614,3854,0.03152797
3.638999939,-96.84956267,28.25437369,5.694388854,8469,0.031719211
4.388000488,-96.77196544,26.87248129,1.974315184,3859,0.031350784
4.607999802,-96.76284184,27.44852873,3.046134958,3855,0.03152797
4.162000656,-96.75078452,26.9352383,4.79752714,3857,0.031350784
4.429998398,-96.6668244,28.32150075,5.246393673,5095,0.031719211
4.429998398,-96.66676368,28.32148405,5.249826803,5069,0.031719211
5.248001099,-96.62219141,28.24136546,3.683846476,8820,0.031719211
4.793001175,-96.50609359,27.83329003,5.802461799,3851,0.03152797
4.717998505,-96.41156184,28.44229526,3.994146779,1865,0.031719211
5.294998169,-96.38,19.60000027,2.828203032,7356,0.030117923
3.572002411,-96.2,15.78000665,8.019963421,7350,0.032304544
4.426000595,-96.190494,27.85519453,2.814975436,3852,0.03152797
3.572002411,-96.17943182,15.70230879,3.16567188,2676,0.032304544
4.775999069,-96.16666667,19.16666669,6.372232081,7382,0.030117923
5.142000198,-96.08713912,28.11606433,3.843816608,3850,0.031719211
4.01499939,-96.04638701,28.67592881,5.682226132,5097,0.031719211
4.01499939,-96.04554762,28.67620832,5.707189662,8947,0.031719211
4.050001144,-95.98956527,27.82281944,4.630015406,4704,0.031521577
4.790000916,-95.96184133,19.14091463,1.807994605,4221,0.030539731
4.790000916,-95.96165195,19.14020524,1.726719071,5340,0.030539731
2.574998856,-95.85,18.63004788,9.09425018,7367,0.031850327
4.683000565,-95.81325894,28.75361467,5.457862161,8763,0.031713333
4.939001083,-95.5351059,28.85731015,7.327706057,8850,0.031713333
3.37899971,-95.51666667,18.66666702,5.328903728,7390,0.031850327
4.48900032,-95.49473336,28.14972909,4.505615255,4705,0.031713333
4.761001587,-95.43366629,28.92712943,6.274824174,8949,0.031713333
5.225000381,-95.34757334,28.79275153,2.675751427,4710,0.031713333
4.511001587,-95.22743859,29.14053427,2.535300345,8787,0.031920832
6.315999985,-95.07332603,29.58474995,5.421499342,4973,0.031920832
2.291999817,-95.03,18.53000159,1.787438645,7360,0.031850327
4.767000198,-94.97097957,29.19835702,1.653860324,1554,0.031920191
4.767000198,-94.96625012,29.20266778,0.993043743,8944,0.031920191
3.048999786,-94.82620913,18.39482468,7.946006987,3318,0.032382049
4.761001587,-94.81135247,28.59598866,3.754289211,4706,0.031713519
5.200000763,-94.80768497,28.9001814,3.205352744,8330,0.031713519
5.052999496,-94.76481537,29.52984658,2.911352992,8942,0.031920191
4.208000183,-94.72265453,28.2514626,4.684718817,4709,0.031713519
5.461000443,-94.70166751,29.13999694,1.789472245,4701,0.031920191
5.182001114,-94.69855237,28.86780025,1.244104599,4708,0.031713519
5.182001114,-94.69555972,28.89188253,2.252467692,4707,0.031713519
5.461000443,-94.68038245,29.1426561,3.350877275,3853,0.031920191
4.826000214,-94.52072237,29.58493725,5.221126779,333,0.031920191
3.884000778,-94.51291216,28.09992933,3.965302934,3845,0.031713519
4.09400177,-94.47846774,28.28678589,2.044326154,3834,0.031713519
5.502000809,-94.449106,29.60035127,6.586738381,8812,0.031920191
0.691999912,-94.44009374,60.85607307,7.230282157,2175,0.029354123
0.625999928,-94.41637317,60.79365833,2.255684619,1133,0.029354123
4.069000244,-94.32808849,28.27361822,4.091779848,3833,0.031713519
3.766000748,-94.29809255,28.16509078,4.502666271,8318,0.031713519
3.766000748,-94.29761124,28.16623592,4.622599091,8555,0.031713519
3.919000626,-94.27195957,28.24787361,4.802537936,3835,0.031713519
4.031000137,-94.24345444,28.29588256,3.470264517,3832,0.031713519
3.581998825,-94.2174663,27.97522562,2.081832004,3847,0.031523205
3.741998672,-94.21398117,28.12942927,0.74125398,3843,0.031713519
3.638000488,-94.15218089,28.04758249,2.747204747,3846,0.031713519
4.384000778,-94.13732326,28.53875188,1.246178037,8541,0.031713519
4.384000778,-94.13732318,28.53875188,1.24617049,4506,0.031713519
3.792999268,-94.05945646,28.22786775,2.785218898,3836,0.031713519
3.549999237,-94.04660535,27.95012903,1.032603229,3848,0.031523205
4.909999847,-94.03816636,29.73766245,3.279282247,1556,0.031920191
4.909999847,-94.03469801,29.69535523,1.592002622,8941,0.031920191
3.792999268,-94.03404548,28.17806038,3.447624353,3842,0.031713519
4.909999847,-94.00859443,29.78540517,9.146065672,8950,0.031920191
4.909999847,-94.00856875,29.78539082,9.145436543,5099,0.031920191
3.645000458,-93.95638882,28.12444437,0.200608708,3844,0.031717841
4.975000381,-93.9290658,30.03340933,36.25735207,8946,0.032144189
5.428001404,-93.92166668,29.30333324,3.785396216,3864,0.031922322
5.375,-93.88833334,29.29999994,1.590768327,4702,0.031922322
3.725000381,-93.87859398,28.24173472,3.731210247,4391,0.031717841
3.615999222,-93.86496233,28.09488134,3.490335084,3829,0.031717841
3.948999405,-93.85505941,28.35574356,2.896648353,4713,0.031717841
5.041000366,-93.8528959,29.99765597,32.24231059,5096,0.031922322
5.475999832,-93.83416663,29.35833323,4.369574546,3863,0.031922322
3.529998779,-93.83272171,27.87024975,4.0695269,8559,0.031530727
3.529998779,-93.83028932,27.87140521,3.816990925,4499,0.031530727
3.529998779,-93.82854912,27.86765043,3.71593091,8696,0.031530727
3.819999695,-93.79771853,28.3301661,4.3222167,4714,0.031717841
3.949998856,-93.78516276,28.36390464,1.387876388,4712,0.031717841
3.819999695,-93.76630996,28.30316235,2.792896753,4390,0.031717841
5.499000549,-93.72529832,29.95056885,26.98553919,1060,0.031922322
4.093999863,-93.71678224,28.43923603,2.277910827,4711,0.031717841
3.571998596,-93.70752783,28.04006442,0.194571208,3831,0.031717841
3.694999695,-93.69883511,28.2138634,1.116060911,4393,0.031717841
3.549999237,-93.61399311,27.93157321,3.16555547,8317,0.031530727
3.682998657,-93.58759978,28.1893529,4.229392883,4392,0.031717841
2.728000641,-93.58333333,15.80000134,4.553934158,7457,0.032451279
5.200000763,-93.58326022,29.90371893,13.0898962,8848,0.031922322
3.585000992,-93.56631344,28.13460501,2.642250091,4394,0.031717841
3.559999466,-93.47719953,28.09757274,3.566575019,3639,0.031717841
3.534000397,-93.47072797,28.06902775,3.276883417,3830,0.031717841
3.497999191,-93.29474097,27.89158638,1.869371431,8322,0.031530727
0.733000159,-93.2315591,57.79656299,27.71243946,2624,0.029855277
4.550998688,-93.201046,28.88539539,1.356939079,4514,0.031717841
4.550998688,-93.20104598,28.88539537,1.356938206,8597,0.031717841
3.447999954,-93.06165569,27.82779499,4.472858413,8321,0.031530727
0.746000029,-92.97423513,68.62761897,46.43547162,2174,0.037951484
2.361997604,-92.85537747,15.19968144,2.315074016,2901,0.032565974
2.361997604,-92.85227403,15.19789918,2.700647595,1487,0.032565974
4.700000763,-92.6914663,29.64480099,2.740215063,8187,0.031926244
3.199998856,-92.59827733,27.96888573,2.875383309,8320,0.031541076
3.151000977,-92.58008289,27.95854187,3.772862382,8556,0.031541076
3.068000793,-92.46666667,14.61666731,1.288754033,7462,0.032702565
1.784999847,-92.46666667,14.76666706,2.920093427,7458,0.032702565
3.424999237,-92.46002832,28.34115719,3.766260893,8319,0.031724185
0.865999222,-92.45503063,18.29534912,36.65668098,2543,0.032498669
0.865999222,-92.45391521,18.29629,36.55337632,1488,0.032498669
3.941999435,-92.15594267,29.68143384,4.227820008,8182,0.031926244
3.941999435,-92.15594263,29.68143384,4.227817277,5064,0.031926244
3.185001373,-92.1234112,14.4798215,2.395981243,963,0.032702565
3.185001373,-92.06818451,14.46817072,6.214861044,2537,0.032702565
2.861000061,-91.9955607,28.08497097,5.756480641,8323,0.031730492
3.747001648,-91.86941139,29.55986335,7.262489307,8183,0.031930212
4.287000656,-91.85552906,29.41595659,4.929985443,8742,0.031930212
-0.209001541,-91.73184916,18.62389259,2.480569436,2621,0.032609884
-0.209001541,-91.73177962,18.62312812,2.478926342,5343,0.032609884
2.72700119,-91.50612382,27.77830984,3.798988311,8326,0.031551138
3.88599968,-91.39552288,29.43107871,3.623402865,8181,0.031930212
2.671998978,-91.29311774,27.72831169,2.226579242,8328,0.031551138
2.660999298,-91.22211575,27.74731112,4.541863119,8327,0.031551138
6.673999786,-91.187695,-0.865069199,17.57830329,26,0.032311022
3.763999939,-91.08333571,13.96877568,11.35614124,965,0.032914419
